stem,n_residues,n_pairs,mode,elapsed_seconds,model_load_seconds,total_seconds,n_orderings,batch_size,tokens,model_nickname,runner_tag,timestamp_utc,gpu_name,gpu_total_memory_gb,gpu_compute_capability,hostname,platform,torch_version
SQSTM_MOUSE_Tsuboyama_2023_2RRU,40,,masked-marginals-K200,2.303,,2.303,200,8,17400,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
SR43C_ARATH_Tsuboyama_2023_2N88,48,,masked-marginals-K200,2.745,,2.745,200,8,20600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
SRBS1_HUMAN_Tsuboyama_2023_2O2W,67,,masked-marginals-K200,3.898,,3.898,200,8,28200,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
SRC_HUMAN_Ahler_2019,536,,masked-marginals-K200,24.02,,24.02,200,8,215800,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,536,,masked-marginals-K200,24.057,,24.057,200,8,215800,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
SRC_HUMAN_Nguyen_2022,536,,masked-marginals-K200,24.112,,24.112,200,8,215800,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
SUMO1_HUMAN_Weile_2017,101,,masked-marginals-K200,4.939,,4.939,200,8,41800,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
SYUA_HUMAN_Newberry_2020,140,,masked-marginals-K200,6.746,,6.746,200,8,57400,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
TADBP_HUMAN_Bolognesi_2019,414,,masked-marginals-K200,18.818,,18.818,200,8,167000,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
TAT_HV1BR_Fernandes_2016,86,,masked-marginals-K200,4.466,,4.466,200,8,35800,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
TCRG1_MOUSE_Tsuboyama_2023_1E0L,37,,masked-marginals-K200,2.083,,2.083,200,8,16200,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
THO1_YEAST_Tsuboyama_2023_2WQG,41,,masked-marginals-K200,2.317,,2.317,200,8,17800,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
TNKS2_HUMAN_Tsuboyama_2023_5JRT,59,,masked-marginals-K200,2.879,,2.879,200,8,25000,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
TPK1_HUMAN_Weile_2017,243,,masked-marginals-K200,10.97,,10.97,200,8,98600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
TPMT_HUMAN_Matreyek_2018,245,,masked-marginals-K200,11.087,,11.087,200,8,99400,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
TPOR_HUMAN_Bridgford_2020,635,,masked-marginals-K200,27.756,,27.756,200,8,255400,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
TRPC_SACS2_Chan_2017,248,,masked-marginals-K200,11.142,,11.142,200,8,100600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
TRPC_THEMA_Chan_2017,252,,masked-marginals-K200,11.099,,11.099,200,8,102200,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
UBC9_HUMAN_Weile_2017,159,,masked-marginals-K200,7.622,,7.622,200,8,65000,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
UBE4B_HUMAN_Tsuboyama_2023_3L1X,69,,masked-marginals-K200,3.967,,3.967,200,8,29000,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
UBE4B_MOUSE_Starita_2013,1173,,masked-marginals-K200,53.165,,53.165,200,8,470600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
UBR5_HUMAN_Tsuboyama_2023_1I2T,58,,masked-marginals-K200,2.876,,2.876,200,8,24600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
VG08_BPP22_Tsuboyama_2023_2GP8,40,,masked-marginals-K200,2.303,,2.303,200,8,17400,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
VILI_CHICK_Tsuboyama_2023_1YU5,65,,masked-marginals-K200,3.79,,3.79,200,8,27400,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
VKOR1_HUMAN_Chiasson_2020_abundance,163,,masked-marginals-K200,7.662,,7.662,200,8,66600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
VKOR1_HUMAN_Chiasson_2020_activity,163,,masked-marginals-K200,7.659,,7.659,200,8,66600,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
VRPI_BPT7_Tsuboyama_2023_2WNM,56,,masked-marginals-K200,2.897,,2.897,200,8,23800,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
YAIA_ECOLI_Tsuboyama_2023_2KVT,52,,masked-marginals-K200,2.856,,2.856,200,8,22200,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
YAP1_HUMAN_Araya_2012,504,,masked-marginals-K200,22.05,,22.05,200,8,203000,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
YNZC_BACSU_Tsuboyama_2023_2JVD,39,,masked-marginals-K200,2.298,,2.298,200,8,17000,contacts-v1-exp199-1.5B,local,2026-08-12T18:37:50+00:00,NVIDIA RTX A5000,23.68,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.5.1+cu121
