dataset,stem,n_residues,n_true,precision_mf,precision_px
denovo_pdb,8j1w_A,175,152,0.2368421052631578,0.5394736842105263
denovo_pdb,8j1x_A,174,159,0.2515723270440251,0.5786163522012578
denovo_pdb,8j98_A,184,172,0.1976744186046511,0.7151162790697675
denovo_pdb,8ju8_A,139,93,0.6989247311827957,0.7849462365591398
denovo_pdb,8k7o_A,233,204,0.6372549019607843,0.8235294117647058
denovo_pdb,8k7z_A,172,91,0.2197802197802197,0.8241758241758241
denovo_pdb,8k8f_A,179,122,0.5163934426229508,0.8852459016393442
denovo_pdb,8k8g_A,209,140,0.3071428571428571,0.8285714285714286
denovo_pdb,8k8i_A,211,91,0.4285714285714285,0.7692307692307693
denovo_pdb,8ka7_A,115,87,0.3793103448275862,0.6781609195402298
denovo_pdb,8kac_A,121,103,0.5728155339805825,0.8640776699029126
denovo_pdb,8kc0_A,115,111,0.5585585585585585,0.8018018018018018
denovo_pdb,8kc1_A,83,45,0.4,0.7111111111111111
denovo_pdb,8kc4_A,151,125,0.624,0.768
denovo_pdb,8kc8_A,227,160,0.675,0.7
denovo_pdb,8kcj_A,179,122,0.5327868852459017,0.9016393442622952
denovo_pdb,8kck_A,206,137,0.291970802919708,0.8540145985401459
denovo_pdb,8kdq_A,233,204,0.6225490196078431,0.8235294117647058
denovo_pdb,8oys_A,190,148,0.6756756756756757,0.7702702702702703
denovo_pdb,8oyw_A,178,167,0.2934131736526946,0.8383233532934131
denovo_pdb,8p4y_A,192,172,0.0581395348837209,0.6976744186046512
denovo_pdb,8pf0_A,153,136,0.6617647058823529,0.7720588235294118
denovo_pdb,8q52_A,320,296,0.6216216216216216,0.5033783783783784
