budget,neither,one,both,fold1_seen,fold2_seen,assessable_neither,assessable_one,assessable_both,exact_neither,exact_one,exact_both,expected_neither,expected_one,expected_both
91,18,11,0,9,2,8,9,0,10,7,0,19.344818880476378,9.390394534590138,0.2647865849334861
92,18,11,0,9,2,8,9,0,10,7,0,19.326460009313305,9.405934156260766,0.26760583442592834
93,18,11,0,9,2,8,9,0,10,7,0,19.30833435665127,9.421242693065262,0.27042295028346536
94,18,11,0,9,2,8,9,0,10,7,0,19.290437105940224,9.436324949773187,0.2732379442865896
95,18,11,0,9,2,8,9,0,10,7,0,19.272763584825245,9.451185587979166,0.2760508271955872
96,18,11,0,9,2,8,9,0,10,7,0,19.255309258685838,9.465829132478923,0.2788616088352396
97,18,11,0,9,2,8,9,0,10,7,0,19.2380697245844,9.480259977242708,0.28167029817289296
98,18,11,0,9,2,8,9,0,10,7,0,19.221040705592753,9.49448239101688,0.28447690339036685
99,18,11,0,9,2,8,9,0,10,7,0,19.20421804546817,9.508500522581679,0.2872814319501493
100,18,11,0,9,2,8,9,0,10,7,0,19.187597703652674,9.522318405691028,0.29008389065629875
101,18,11,0,9,2,8,9,0,10,7,0,19.171175750571386,9.53593996371817,0.29288428571044095
102,18,11,0,9,2,8,9,0,10,7,0,19.15494836320797,9.549369014028796,0.29568262276323243
103,18,11,0,9,2,8,9,0,10,7,0,19.138911820936546,9.562609272101827,0.29847890696162704
104,18,11,0,9,2,8,9,0,10,7,0,19.12306250159158,9.575664355416148,0.30127314299227126
105,18,11,0,9,2,8,9,0,10,7,0,19.107396877758394,9.58853778712029,0.30406533512131895
106,18,11,0,9,2,8,9,0,10,7,0,19.09191151326846,9.601232999500587,0.30685548723095113
107,18,11,0,9,2,8,9,0,10,7,0,19.076603059885006,9.613753337262144,0.30964360285284953
108,18,11,0,9,2,8,9,0,10,7,0,19.06146825416535,9.626102060635779,0.3124296851988705
109,18,11,0,9,2,8,9,0,10,7,0,19.04650391448779,9.638282348323074,0.31521373718913726
110,18,11,0,9,2,8,9,0,10,7,0,19.031706938231515,9.650297300290726,0.3179957614777562
111,18,11,0,9,2,8,9,0,10,7,0,19.017074299099203,9.662149940424445,0.3207757604763513
112,18,11,0,9,2,8,9,0,10,7,0,19.002603044572467,9.673843219051943,0.3235537363755892
113,18,11,0,9,2,8,9,0,10,7,0,18.988290293491456,9.685380015343682,0.3263296911648618
114,18,11,0,9,2,8,9,0,10,7,0,18.974133233750205,9.69676313959952,0.32910362665027315
115,18,11,0,9,2,8,9,0,10,7,0,18.960129120100262,9.70799533542866,0.3318755444710743
116,18,11,0,9,2,8,9,0,10,7,0,18.946275272055587,9.719079281829744,0.3346454461146715
117,18,11,0,9,2,8,9,0,10,7,0,18.93256907189216,9.730017595177513,0.3374133329303267
118,18,11,0,9,2,8,9,0,10,7,0,18.91900796273652,9.740812831121822,0.3401792061416622
119,18,11,0,9,2,8,9,0,10,7,0,18.90558944673748,9.751467486404453,0.34294306685806636
120,18,11,0,9,2,8,9,0,10,7,0,18.89231108331614,9.761984000598764,0.34570491608509524
121,18,11,0,9,2,8,9,0,10,7,0,18.87917048748927,9.772364757776776,0.3484647547339542
122,18,11,0,9,2,8,9,0,10,7,0,18.866165328261836,9.78261208810802,0.35122258363014097
123,18,11,0,9,2,8,9,0,10,7,0,18.853293327084558,9.79272826939413,0.35397840352131527
124,18,11,0,9,2,8,9,0,10,7,0,18.84055225637272,9.802715528542809,0.3567322150844699
125,18,11,0,9,2,8,9,0,10,7,0,18.827939938082825,9.81257604298472,0.35948401893245563
126,18,11,0,9,2,8,9,0,10,7,0,18.815454242343737,9.82231194203634,0.36223381561992296
127,18,11,0,9,2,8,9,0,10,7,0,18.803093086139466,9.831925308211808,0.3649816056487247
128,18,11,0,9,2,8,9,0,10,7,0,18.790854432040643,9.841418178486526,0.367727389472832
129,18,11,0,9,2,8,9,0,10,7,0,18.77873628698221,9.850792545514983,0.37047116750280445
130,18,11,0,9,2,8,9,0,10,7,0,18.766736701084863,9.860050358805287,0.37321294010985073
131,18,11,0,9,2,8,9,0,10,7,0,18.754853766517954,9.869193525852518,0.3759527076295233
132,18,11,0,9,2,8,9,0,10,7,0,18.74308561640187,9.87822391323306,0.37869047036506925
133,18,11,0,9,2,8,9,0,10,7,0,18.73143042374778,9.887143347661741,0.38142622859047803
134,18,11,0,9,2,8,9,0,10,7,0,18.71988640043309,9.895953617013667,0.3841599825532454
135,18,11,0,9,2,8,9,0,10,7,0,18.708451796210728,9.904656471312384,0.3868917324768858
136,18,11,0,9,2,8,9,0,10,7,0,18.697124897750843,9.913253623685948,0.38962147856320695
137,18,11,0,9,2,8,9,0,10,7,0,18.685904027713246,9.921746751292376,0.3923492209943785
138,18,11,0,9,2,8,9,0,10,7,0,18.674787543849323,9.93013749621587,0.3950749599348053
139,18,11,0,9,2,8,9,0,10,7,0,18.663773838132087,9.93842746633509,0.3977986955328255
140,18,11,0,9,2,8,9,0,10,7,0,18.652861335913048,9.946618236164701,0.40052042792225145
141,18,11,0,9,2,8,9,0,10,7,0,18.642048495104902,9.954711347671331,0.403240157223766
142,18,11,0,9,2,8,9,0,10,7,0,18.631333805388792,9.962708311065025,0.4059578835461848
143,18,11,0,9,2,8,9,0,10,7,0,18.620715787445224,9.970610605567172,0.40867360698760313
144,18,10,1,10,2,8,8,1,10,6,1,18.61019299220767,9.9784196801559,0.4113873276364324
145,18,10,1,10,2,8,8,1,10,6,1,18.59976400013785,9.986136954289812,0.4140990455723378
146,18,10,1,10,2,8,8,1,10,6,1,18.589427420522004,9.993763818610908,0.41680876086708957
147,18,10,1,10,2,8,8,1,10,6,1,18.57918189078717,10.001301635627502,0.4195164735853302
148,18,10,1,10,2,8,8,1,10,6,1,18.569026075836838,10.008751740377887,0.42222218378527004
149,18,10,1,10,2,8,8,1,10,6,1,18.558958667405207,10.016115441075474,0.4249258915193164
150,18,10,1,10,2,8,8,1,10,6,1,18.548978383429294,10.023394019736067,0.4276275968346417
151,18,10,1,10,2,8,8,1,10,6,1,18.53908396743838,10.030588732787924,0.43032729977369766
152,18,10,1,10,2,8,8,1,10,6,1,18.529274187960095,10.037700811665225,0.4330250003746792
153,18,10,1,10,2,8,8,1,10,6,1,18.51954783794253,10.044731463385526,0.4357206986719442
154,18,10,1,10,2,8,8,1,10,6,1,18.509903734191887,10.05168187111172,0.4384143946963928
155,18,10,1,10,2,8,8,1,10,6,1,18.500340716825104,10.058553194699089,0.4411060884758098
156,18,10,1,10,2,8,8,1,10,6,1,18.49085764873694,10.065346571227886,0.4437957800351717
157,18,10,1,10,2,8,8,1,10,6,1,18.48145341508109,10.072063115521981,0.4464834693969286
158,18,10,1,10,2,8,8,1,10,6,1,18.472126922764794,10.078703920653956,0.4491691565812535
159,18,10,1,10,2,8,8,1,10,6,1,18.462877099956547,10.085270058437183,0.45185284160627076
160,18,10,1,10,2,8,8,1,10,6,1,18.45370289560655,10.091762579905192,0.45453452448825954
161,18,10,1,10,2,8,8,1,10,6,1,18.444603278979354,10.098182515778802,0.4572142052418401
162,18,10,1,10,2,8,8,1,10,6,1,18.435577239198476,10.104530876921388,0.45989188388013885
163,18,10,1,10,2,8,8,1,10,6,1,18.426623784802462,10.110808654782598,0.4625675604149401
164,18,10,1,10,2,8,8,1,10,6,1,18.41774194331225,10.117016821830928,0.46524123485681873
165,18,10,1,10,2,8,8,1,10,6,1,18.408930760809262,10.123156331975473,0.4679129072152655
166,18,10,1,10,2,8,8,1,10,6,1,18.400189301524065,10.129228120977144,0.47058257749879345
167,18,10,1,10,2,8,8,1,10,6,1,18.391516647435235,10.135233106849725,0.4732502457150392
168,18,10,1,10,2,8,8,1,10,6,1,18.382911897878156,10.141172190250993,0.475915911870851
169,18,10,1,10,2,8,8,1,10,6,1,18.374374169163374,10.147046254864254,0.47857957597236844
170,18,10,1,10,2,8,8,1,10,6,1,18.365902594204385,10.15285616777052,0.48124123802509583
171,18,10,1,10,2,8,8,1,10,6,1,18.357496322154404,10.158602779811627,0.48390089803396585
172,18,10,1,10,2,8,8,1,10,6,1,18.349154518052067,10.164286925944532,0.48655855600339837
173,18,10,1,10,2,8,8,1,10,6,1,18.340876362475605,10.16990942558704,0.4892142119373535
174,18,10,1,10,2,8,8,1,10,6,1,18.332661051205434,10.175471082955193,0.49186786583937797
175,18,10,1,10,2,8,8,1,10,6,1,18.32450779489479,10.180972687392565,0.49451951771264757
176,18,10,1,10,2,8,8,1,10,6,1,18.31641581874831,10.186415013691686,0.4971691675600065
177,18,10,1,10,2,8,8,1,10,6,1,18.308384362208233,10.191798822407764,0.4998168153840004
178,18,10,1,10,2,8,8,1,10,6,1,18.30041267864809,10.197124860165001,0.5024624611869077
179,18,10,1,10,2,8,8,1,10,6,1,18.292500035073644,10.202393859955592,0.5051061049707668
180,18,10,1,10,2,8,8,1,10,6,1,18.284645711830894,10.207606541431709,0.5077477467374014
181,18,10,1,10,2,8,8,1,10,6,1,18.276849002320983,10.212763611190576,0.5103873864884433
182,18,10,1,10,2,8,8,1,10,6,1,18.269109212721787,10.217865763052863,0.5130250242253505
183,18,10,1,10,2,8,8,1,10,6,1,18.26142566171601,10.222913678334558,0.5156606599494282
184,18,10,1,10,2,8,8,1,10,6,1,18.253797680225677,10.227908026112479,0.518294293661842
185,18,10,1,10,2,8,8,1,10,6,1,18.246224611152755,10.232849463483612,0.520925925363634
186,18,10,1,10,2,8,8,1,10,6,1,18.23870580912583,10.237738635818435,0.5235555550557358
187,18,10,1,10,2,8,8,1,10,6,1,18.231240640252686,10.242576177008333,0.5261831827389787
188,18,10,1,10,2,8,8,1,10,6,1,18.22382848187855,10.247362709707348,0.528808808414106
189,18,10,1,10,2,8,8,1,10,6,1,18.216468722349916,10.252098845568305,0.5314324320817816
190,18,10,1,10,2,8,8,1,10,6,1,18.209160760783853,10.256785185473548,0.534054053742598
191,18,10,1,10,2,8,8,1,10,6,1,18.201904006842557,10.261422319760356,0.5366736733970833
192,18,10,1,10,2,8,8,1,10,6,1,18.194697880513083,10.266010828441205,0.5392912910457106
193,18,10,1,10,2,8,8,1,10,6,1,18.18754181189209,10.27055128141901,0.5419069066889008
194,18,10,1,10,2,8,8,1,10,6,1,18.180435240975516,10.275044238697456,0.5445205203270296
195,18,10,1,10,2,8,8,1,10,6,1,18.17337761745304,10.279490250586528,0.5471321319604321
196,18,10,1,10,2,8,8,1,10,6,1,18.166368400507164,10.283889857903429,0.5497417415894077
197,18,10,1,10,2,8,8,1,10,6,1,18.159407058616896,10.288243592168884,0.5523493492142229
198,18,10,1,10,2,8,8,1,10,6,1,18.152493069365814,10.292551975799068,0.5549549548351149
199,18,10,1,10,2,8,8,1,10,6,1,18.14562591925452,10.296815522293178,0.5575585584522962
200,18,10,1,10,2,8,8,1,10,6,1,18.138805103517253,10.301034736416792,0.5601601600659549
201,18,10,1,10,2,8,8,1,10,6,1,18.132030125942634,10.305210114381104,0.5627597596762599
202,18,10,1,10,2,8,8,1,10,6,1,18.125300498698472,10.309342144018169,0.5653573572833603
203,18,10,1,10,2,8,8,1,10,6,1,18.11861574216041,10.3134313049522,0.5679529528873899
204,18,10,1,10,2,8,8,1,10,6,1,18.11197538474447,10.317478068767063,0.5705465464884674
205,18,10,1,10,2,8,8,1,10,6,1,18.10537896274326,10.321482899170041,0.5731381380866984
206,18,10,1,10,2,8,8,1,10,6,1,18.098826020165873,10.325446252151947,0.5757277276821773
207,18,10,1,10,2,8,8,1,10,6,1,18.092316108581315,10.3293685761437,0.5783153152749876
208,18,10,1,10,2,8,8,1,10,6,1,18.085848786965382,10.333250312169412,0.5809009008652037
209,18,10,1,10,2,8,8,1,10,6,1,18.07942362155097,10.337091893996135,0.5834844844528926
210,18,10,1,10,2,8,8,1,10,6,1,18.07304018568163,10.340893748280257,0.5860660660381125
211,18,10,1,10,2,8,8,1,10,6,1,18.06669805966839,10.344656294710697,0.5886456456209166
212,18,10,1,10,2,8,8,1,10,6,1,18.060396830649676,10.348379946148972,0.5912232232013507
213,18,10,1,10,2,8,8,1,10,6,1,18.054136092454396,10.352065108766146,0.5937987987794568
214,18,10,1,10,2,8,8,1,10,6,1,18.047915445467883,10.355712182176845,0.596372372355271
215,18,10,1,10,2,8,8,1,10,6,1,18.041734496500904,10.359321559570274,0.5989439439288267
216,18,10,1,10,2,8,8,1,10,6,1,18.035592858661435,10.36289362783841,0.6015135135001528
217,18,10,1,10,2,8,8,1,10,6,1,18.029490151229286,10.36642876770144,0.6040810810692754
218,18,10,1,10,2,8,8,1,10,6,1,18.023425999533398,10.369927353830391,0.6066466466362166
219,18,10,1,10,2,8,8,1,10,6,1,18.01740003483184,10.373389754967166,0.6092102102009975
220,18,10,1,10,2,8,8,1,10,6,1,18.011411894194403,10.376816334041962,0.611771771763636
221,18,10,1,10,2,8,8,1,10,6,1,18.00546122038772,10.380207448288134,0.6143313313241479
222,18,10,1,10,2,8,8,1,10,6,1,17.99954766176286,10.38356344935459,0.6168888888825473
223,18,10,1,10,2,8,8,1,10,6,1,17.99367087214537,10.386884683415783,0.6194444444388474
224,18,10,1,10,2,8,8,1,10,6,1,17.987830510727647,10.390171491279295,0.6219979979930592
225,18,10,1,10,2,8,8,1,10,6,1,17.98202624196365,10.393424208491156,0.624549549545192
226,18,10,1,10,2,8,8,1,10,6,1,17.976257735465868,10.396643165438878,0.6270990990952556
227,18,10,1,10,2,8,8,1,10,6,1,17.97052466590446,10.399828687452281,0.6296466466432571
228,18,10,1,10,2,8,8,1,10,6,1,17.964826712908607,10.402981094902191,0.6321921921892033
229,18,10,1,10,2,8,8,1,10,6,1,17.959163560969895,10.406100703297009,0.6347357357331009
230,18,10,1,10,2,8,8,1,10,6,1,17.95353489934782,10.409187823377223,0.6372772772749551
231,18,10,1,10,2,8,8,1,10,6,1,17.94794042197729,10.412242761207935,0.6398168168147705
232,18,10,1,10,2,8,8,1,10,6,1,17.942379827378055,10.415265818269395,0.6423543543525515
233,18,10,1,10,2,8,8,1,10,6,1,17.93685281856606,10.418257291545638,0.6448898898883018
234,18,10,1,10,2,8,8,1,10,6,1,17.93135910296674,10.42121747361123,0.6474234234220246
235,18,10,1,10,2,8,8,1,10,6,1,17.92589839233008,10.4241466527162,0.6499549549537234
236,18,10,1,10,2,8,8,1,10,6,1,17.92047040264745,10.427045112869148,0.6524844844834001
237,18,10,1,10,2,8,8,1,10,6,1,17.91507485407028,10.429913133918658,0.6550120120110575
238,18,10,1,10,2,8,8,1,10,6,1,17.909711470830363,10.432750991632942,0.6575375375366976
239,18,10,1,10,2,8,8,1,10,6,1,17.904379981161842,10.43555895777784,0.6600610610603219
240,18,10,1,10,2,8,8,1,10,6,1,17.899080117224877,10.438337300193192,0.6625825825819324
241,18,10,1,10,2,8,8,1,10,6,1,17.89381161503087,10.441086282867595,0.6651021021015301
242,18,10,1,10,2,8,8,1,10,6,1,17.888574214369267,10.443806166011612,0.6676196196191169
243,18,10,1,10,2,8,8,1,10,6,1,17.88336765873587,10.44649720612944,0.670135135134693
244,18,10,1,10,2,8,8,1,10,6,1,17.878191695262643,10.449159656089096,0.6726486486482599
245,18,10,1,10,2,8,8,1,10,6,1,17.87304607464904,10.451793765191141,0.6751601601598187
246,18,10,1,10,2,8,8,1,10,6,1,17.86793055109465,10.454399779235981,0.6776696696693695
247,18,10,1,10,2,8,8,1,10,6,1,17.862844882233333,10.456977940589756,0.6801771771769134
248,18,10,1,10,2,8,8,1,10,6,1,17.857788829068664,10.459528488248885,0.682682682682451
249,18,9,2,11,2,8,7,2,10,5,2,17.85276215591075,10.462051657903267,0.6851861861859828
250,18,9,2,11,2,8,7,2,10,5,2,17.84776463031432,10.464547681998173,0.6876876876875089
251,18,9,2,11,2,8,7,2,10,5,2,17.842796023018096,10.467016789794876,0.6901871871870304
252,18,9,2,11,2,8,7,2,10,5,2,17.837856107885443,10.469459207430011,0.6926846846845469
253,18,9,2,11,2,8,7,2,10,5,2,17.832944661846195,10.471875157973743,0.6951801801800592
254,18,9,2,11,2,8,7,2,10,5,2,17.82806146483971,10.474264861486722,0.6976736736735676
255,18,9,2,11,2,8,7,2,10,5,2,17.82320629975907,10.476628535075857,0.700165165165072
256,18,9,2,11,2,8,7,2,10,5,2,17.81837895239644,10.478966392948989,0.7026546546545728
257,18,9,2,11,2,8,7,2,10,5,2,17.813579211389513,10.481278646468422,0.7051421421420705
258,18,9,2,11,2,8,7,2,10,5,2,17.808806868169103,10.48356550420333,0.7076276276275646
259,18,9,2,11,2,8,7,2,10,5,2,17.804061716907764,10.485827171981182,0.7101111111110558
260,18,9,2,11,2,8,7,2,10,5,2,17.79934355446945,10.48806385293801,0.712592592592544
261,18,9,2,11,2,8,7,2,10,5,2,17.794652180360217,10.490275747567754,0.7150720720720296
262,18,9,2,11,2,8,7,2,10,5,2,17.78998739667995,10.492463053770535,0.7175495495495121
263,18,9,2,11,2,8,7,2,10,5,2,17.785349008075013,10.494625966899996,0.7200250250249924
264,18,9,2,11,2,8,7,2,10,5,2,17.780736821691892,10.496764679809639,0.7224984984984698
265,18,9,2,11,2,8,7,2,10,5,2,17.77615064713178,10.498879382898275,0.7249699699699448
266,18,9,2,11,2,8,7,2,10,5,2,17.771590296406064,10.50097026415452,0.7274394394394174
267,18,9,2,11,2,8,7,2,10,5,2,17.767055583892706,10.503037509200404,0.7299069069068876
268,18,9,2,11,2,8,7,2,10,5,2,17.762546326293545,10.5050813013341,0.7323723723723554
269,18,9,2,11,2,8,7,2,10,5,2,17.75806234259238,10.507101821571803,0.7348358358358211
270,18,9,2,11,2,8,7,2,10,5,2,17.753603454013973,10.509099248688743,0.737297297297284
271,18,9,2,11,2,8,7,2,10,5,2,17.74916948398384,10.511073759259414,0.7397567567567451
272,18,9,2,11,2,8,7,2,10,5,2,17.74476025808885,10.513025527696946,0.7422142142142041
273,18,9,2,11,2,8,7,2,10,5,2,17.7403756040386,10.514954726291737,0.7446696696696606
274,18,9,2,11,2,8,7,2,10,5,2,17.73601535162761,10.516861525249272,0.7471231231231152
275,18,9,2,11,2,8,7,2,10,5,2,17.731679332698203,10.51874609272723,0.7495745745745676
276,18,9,2,11,2,8,7,2,10,5,2,17.72736738110419,10.520608594871794,0.752024024024018
277,18,9,2,11,2,8,7,2,10,5,2,17.723079332675244,10.52244919585329,0.754471471471466
278,18,9,2,11,2,8,7,2,10,5,2,17.718815025181993,10.524268057901098,0.756916916916912
279,18,9,2,11,2,8,7,2,10,5,2,17.7145742983018,10.526065341337839,0.7593603603603558
280,18,9,2,11,2,8,7,2,10,5,2,17.71035699358526,10.52784120461294,0.7618018018017978
281,18,9,2,11,2,8,7,2,10,5,2,17.706162954423277,10.529595804335486,0.7642412412412376
282,18,9,2,11,2,8,7,2,10,5,2,17.70199202601489,10.531329295306437,0.7666786786786757
283,18,9,2,11,2,8,7,2,10,5,2,17.697844055335676,10.533041830550214,0.7691141141141118
284,18,9,2,11,2,8,7,2,10,5,2,17.69371889110681,10.534733561345647,0.7715475475475453
285,18,9,2,11,2,8,7,2,10,5,2,17.689616383764704,10.536404637256313,0.7739789789789772
286,17,10,2,12,2,8,7,2,9,6,2,17.68553638543129,10.538055206160301,0.7764084084084066
287,17,10,2,12,2,8,7,2,9,6,2,17.68147874988482,10.539685414279342,0.7788358358358344
288,17,10,2,12,2,8,7,2,9,6,2,17.677443332531332,10.541295406207405,0.7812612612612599
289,17,10,2,12,2,8,7,2,9,6,2,17.67342999037659,10.542885324938725,0.7836846846846834
290,17,10,2,12,2,8,7,2,9,6,2,17.669438581998644,10.544455311895254,0.786106106106105
291,17,10,2,12,2,8,7,2,9,6,2,17.665468967520876,10.546005506953602,0.7885255255255246
292,17,10,2,12,2,8,7,2,9,6,2,17.661521008585613,10.547536048471443,0.7909429429429421
293,17,10,2,12,2,8,7,2,9,6,2,17.657594568328246,10.54904707331339,0.7933583583583574
294,17,10,2,12,2,8,7,2,9,6,2,17.65368951135185,10.55053871687638,0.7957717717717712
295,17,10,2,12,2,8,7,2,9,6,2,17.649805703702278,10.552011113114542,0.7981831831831827
296,17,10,2,12,2,8,7,2,9,6,2,17.645943012843805,10.553464394563605,0.8005925925925923
297,17,10,2,12,2,8,7,2,9,6,2,17.64210130763519,10.554898692364812,0.8029999999999996
298,17,10,2,12,2,8,7,2,9,6,2,17.638280458306223,10.556314136288373,0.805405405405405
299,17,10,2,12,2,8,7,2,9,6,2,17.63448033643474,10.55771085475645,0.8078088088088087
300,17,10,2,12,2,8,7,2,9,6,2,17.630700814924072,10.55908897486572,0.8102102102102098
301,17,10,2,12,2,8,7,2,9,6,2,17.626941767980927,10.560448622409467,0.8126096096096094
302,17,10,2,12,2,8,7,2,9,6,2,17.623203071093723,10.561789921899265,0.8150070070070068
303,17,10,2,12,2,8,7,2,9,6,2,17.61948460101134,10.563112996586257,0.817402402402402
304,17,10,2,12,2,8,7,2,9,6,2,17.615786235722243,10.56441796848196,0.8197957957957953
305,17,10,2,12,2,8,7,2,9,6,2,17.612107854434075,10.565704958378735,0.8221871871871869
306,17,10,2,12,2,8,7,2,9,6,2,17.608449337553598,10.566974085869827,0.8245765765765763
307,17,10,2,12,2,8,7,2,9,6,2,17.60481056666703,10.568225469369006,0.8269639639639637
308,17,10,2,12,2,8,7,2,9,6,2,17.601191424520774,10.569459226129872,0.8293493493493491
309,17,10,2,12,2,8,7,2,9,6,2,17.597591795002526,10.570675472264739,0.8317327327327326
310,17,10,2,12,2,8,7,2,9,6,2,17.59401156312271,10.571874322763176,0.8341141141141138
311,17,10,2,12,2,8,7,2,9,6,2,17.590450614996314,10.573055891510192,0.8364934934934932
312,17,10,2,12,2,8,7,2,9,6,2,17.586908837825057,10.574220291304071,0.8388708708708705
313,17,10,2,12,2,8,7,2,9,6,2,17.583386119879897,10.57536763387386,0.8412462462462461
314,17,10,2,12,2,8,7,2,9,6,2,17.579882350483874,10.576498029896504,0.8436196196196195
315,17,10,2,12,2,8,7,2,9,6,2,17.576397419995306,10.5776115890137,0.8459909909909908
316,17,10,2,12,2,8,7,2,9,6,2,17.57293121979128,10.578708419848363,0.8483603603603602
317,17,10,2,12,2,8,7,2,9,6,2,17.56948364225145,10.579788630020825,0.8507277277277274
318,17,10,2,12,2,8,7,2,9,6,2,17.566054580742197,10.580852326164708,0.8530930930930929
319,17,10,2,12,2,8,7,2,9,6,2,17.562643929601062,10.581899613942483,0.8554564564564562
320,17,10,2,12,2,8,7,2,9,6,2,17.55925158412144,10.582930598060742,0.8578178178178177
321,17,10,2,12,2,8,7,2,9,6,2,17.55587744053764,10.583945382285183,0.8601771771771769
322,17,10,2,12,2,8,7,2,9,6,2,17.55252139601018,10.584944069455283,0.8625345345345343
323,17,10,2,12,2,8,7,2,9,6,2,17.549183348611383,10.58592676149873,0.8648898898898898
324,17,10,2,12,2,8,7,2,9,6,2,17.545863197311217,10.58689355944554,0.867243243243243
325,17,10,2,12,2,8,7,2,9,6,2,17.542560841963468,10.587844563441937,0.8695945945945944
326,17,10,2,12,2,8,7,2,9,6,2,17.539276183292117,10.588779872763935,0.8719439439439438
327,17,10,2,12,2,8,7,2,9,6,2,17.536009122878003,10.589699585830703,0.8742912912912914
328,17,10,2,12,2,8,7,2,9,6,2,17.532759563145728,10.590603800217636,0.8766366366366365
329,17,10,2,12,2,8,7,2,9,6,2,17.529527407350823,10.591492612669196,0.87897997997998
330,17,10,2,12,2,8,7,2,9,6,2,17.52631255956716,10.592366119111519,0.8813213213213215
331,17,10,2,12,2,8,7,2,9,6,2,17.523114924674584,10.593224414664755,0.8836606606606606
332,17,10,2,12,2,8,7,2,9,6,2,17.5199344083468,10.594067593655206,0.8859979979979979
333,17,10,2,12,2,8,7,2,9,6,2,17.516770917039473,10.594895749627192,0.8883333333333333
334,17,10,2,12,2,8,7,2,9,6,2,17.513624357978582,10.59570897535475,0.8906666666666668
335,17,10,2,12,2,8,7,2,9,6,2,17.510494639148945,10.596507362853062,0.8929979979979981
336,17,10,2,12,2,8,7,2,9,6,2,17.507381669282996,10.597291003389673,0.8953273273273274
337,17,10,2,12,2,8,7,2,9,6,2,17.50428535784981,10.598059987495533,0.8976546546546549
338,17,10,2,12,2,8,7,2,9,6,2,17.50120561504423,10.598814404975787,0.8999799799799801
339,17,10,2,12,2,8,7,2,9,6,2,17.49814235177631,10.599554344920387,0.9023033033033033
340,17,10,2,12,2,8,7,2,9,6,2,17.495095479660886,10.60027989571449,0.9046246246246247
341,17,10,2,12,2,8,7,2,9,6,2,17.49206491100738,10.600991145048676,0.9069439439439442
342,17,10,2,12,2,8,7,2,9,6,2,17.489050558809783,10.601688179928955,0.9092612612612612
343,17,10,2,12,2,8,7,2,9,6,2,17.486052336736815,10.602371086686606,0.9115765765765765
344,17,10,2,12,2,8,7,2,9,6,2,17.483070159122303,10.60303995098781,0.9138898898898897
345,17,10,2,12,2,8,7,2,9,6,2,17.480103940955686,10.603694857843113,0.9162012012012013
346,17,10,2,12,2,8,7,2,9,6,2,17.477153597872775,10.604335891616712,0.9185105105105102
347,17,10,2,12,2,8,7,2,9,6,2,17.47421904614661,10.60496313603557,0.9208178178178177
348,17,10,2,12,2,8,7,2,9,6,2,17.471300202678528,10.605576674198346,0.923123123123123
349,17,10,2,12,2,8,7,2,9,6,2,17.468396984989393,10.60617658858418,0.9254264264264265
350,17,10,2,12,2,8,7,2,9,6,2,17.465509311210987,10.606762961061284,0.9277277277277277
351,17,10,2,12,2,8,7,2,9,6,2,17.462637100077576,10.607335872895398,0.930027027027027
352,17,10,2,12,2,8,7,2,9,6,2,17.459780270917584,10.60789540475809,0.9323243243243242
353,17,10,2,12,2,8,7,2,9,6,2,17.456938743645512,10.60844163673487,0.9346196196196195
354,17,10,2,12,2,8,7,2,9,6,2,17.454112438753903,10.608974648333183,0.9369129129129128
355,17,10,2,12,2,8,7,2,9,6,2,17.45130127730555,10.609494518490244,0.9392042042042041
356,17,10,2,12,2,8,7,2,9,6,2,17.448505180925775,10.610001325580733,0.9414934934934935
357,17,10,2,12,2,8,7,2,9,6,2,17.4457240717949,10.610495147424318,0.9437807807807808
358,17,10,2,12,2,8,7,2,9,6,2,17.442957872640847,10.610976061293087,0.946066066066066
359,17,10,2,12,2,8,7,2,9,6,2,17.440206506731858,10.611444143918796,0.9483493493493493
360,17,10,2,12,2,8,7,2,9,6,2,17.437469897869356,10.611899471500013,0.9506306306306305
361,17,10,2,12,2,8,7,2,9,6,2,17.434747970380975,10.612342119709115,0.9529099099099096
362,17,10,2,12,2,8,7,2,9,6,2,17.432040649113656,10.612772163699157,0.9551871871871871
363,17,10,2,12,2,8,7,2,9,6,2,17.42934785942692,10.61318967811062,0.9574624624624624
364,17,10,2,12,2,8,7,2,9,6,2,17.42666952718623,10.613594737078033,0.9597357357357356
365,17,10,2,12,2,8,7,2,9,6,2,17.42400557875653,10.613987414236458,0.962007007007007
366,17,10,2,12,2,8,7,2,9,6,2,17.42135594099584,10.614367782727884,0.9642762762762762
367,17,10,2,12,2,8,7,2,9,6,2,17.41872054124898,10.61473591520748,0.9665435435435434
368,17,10,2,12,2,8,7,2,9,6,2,17.416099307341465,10.615091883849725,0.9688088088088087
369,17,10,2,12,2,8,7,2,9,6,2,17.41349216757345,10.615435760354476,0.971072072072072
370,17,10,2,12,2,8,7,2,9,6,2,17.410899050713816,10.615767615952851,0.9733333333333333
371,17,10,2,12,2,8,7,2,9,6,2,17.408319885994338,10.61608752141307,0.9755925925925923
372,17,10,2,12,2,8,7,2,9,6,2,17.405754603104008,10.616395547046142,0.9778498498498498
373,17,10,2,12,2,8,7,2,9,6,2,17.403203132183414,10.616691762711481,0.980105105105105
374,17,10,2,12,2,8,7,2,9,6,2,17.40066540381925,10.616976237822392,0.9823583583583584
