budget,neither,one,both,fold1_seen,fold2_seen,assessable_neither,assessable_one,assessable_both,exact_neither,exact_one,exact_both,expected_neither,expected_one,expected_both
783,17,10,2,12,2,8,7,2,9,6,2,17.01067061541292,10.253248303506,1.736081081081081
784,17,10,2,12,2,8,7,2,9,6,2,17.010517452426736,10.251969034059751,1.7375135135135138
785,17,10,2,12,2,8,7,2,9,6,2,17.01036584456767,10.250690211488386,1.7389439439439438
786,17,10,2,12,2,8,7,2,9,6,2,17.01021578187806,10.249411845749568,1.7403723723723723
787,17,10,2,12,2,8,7,2,9,6,2,17.010067254442564,10.248133946758635,1.7417987987987988
788,17,10,2,12,2,8,7,2,9,6,2,17.009920252387893,10.246856524388884,1.7432232232232232
789,17,10,2,12,2,8,7,2,9,6,2,17.00977476588252,10.245579588471838,1.7446456456456456
790,17,10,2,12,2,8,7,2,9,6,2,17.0096307851364,10.244303148797533,1.7460660660660658
791,17,10,2,12,2,8,7,2,9,6,2,17.009488300400733,10.243027215114784,1.7474844844844846
792,17,10,2,12,2,8,7,2,9,6,2,17.009347301967644,10.241751797131458,1.748900900900901
793,17,10,2,12,2,8,7,2,9,6,2,17.009207780169938,10.240476904514747,1.7503153153153153
794,17,10,2,12,2,8,7,2,9,6,2,17.00906972538083,10.239202546891445,1.751727727727728
795,17,10,2,12,2,8,7,2,9,6,2,17.008933128013652,10.237928733848213,1.7531381381381381
796,17,10,2,12,2,8,7,2,9,6,2,17.008797978521606,10.23665547493185,1.7545465465465466
797,17,10,2,12,2,8,7,2,9,6,2,17.008664267397485,10.235382779649564,1.755952952952953
798,17,10,2,12,2,8,7,2,9,6,2,17.0085319851734,10.234110657469243,1.7573573573573573
799,17,10,2,12,2,8,7,2,9,6,2,17.008401122420516,10.232839117819726,1.75875975975976
800,17,10,2,12,2,8,7,2,9,6,2,17.008271669748787,10.23156817009105,1.7601601601601602
801,17,10,2,12,2,8,7,2,9,6,2,17.008143617806695,10.230297823634746,1.7615585585585587
802,17,10,2,12,2,8,7,2,9,6,2,17.008016957280958,10.229028087764089,1.762954954954955
803,17,10,2,12,2,8,7,2,9,6,2,17.007891678896293,10.227758971754355,1.7643493493493494
804,17,10,2,12,2,8,7,2,9,6,2,17.007767773415146,10.22649048484311,1.7657417417417416
805,17,10,2,12,2,8,7,2,9,6,2,17.00764523163742,10.22522263623045,1.767132132132132
806,17,10,2,12,2,8,7,2,9,6,2,17.007524044400206,10.223955435079274,1.7685205205205206
807,17,10,2,12,2,8,7,2,9,6,2,17.00740420257754,10.22268889051555,1.769906906906907
808,17,10,2,12,2,8,7,2,9,6,2,17.007285697080142,10.221423011628568,1.7712912912912913
809,17,10,2,12,2,8,7,2,9,6,2,17.007168518855117,10.22015780747121,1.7726736736736735
810,17,10,2,12,2,8,7,2,9,6,2,17.007052658885748,10.218893287060196,1.7740540540540541
811,17,10,2,12,2,8,7,2,9,6,2,17.006938108191207,10.217629459376361,1.7754324324324324
812,17,10,2,12,2,8,7,2,9,6,2,17.00682485782628,10.216366333364906,1.776808808808809
813,17,10,2,12,2,8,7,2,9,6,2,17.00671289888117,10.215103917935648,1.7781831831831834
814,17,10,2,12,2,8,7,2,9,6,2,17.00660222248116,10.213842221963285,1.7795555555555556
815,17,10,2,12,2,8,7,2,9,6,2,17.006492819786416,10.212581254287656,1.780925925925926
816,17,10,2,12,2,8,7,2,9,6,2,17.006384681991715,10.211321023713992,1.7822942942942945
817,17,10,2,12,2,8,7,2,9,6,2,17.00627780032617,10.210061539013168,1.7836606606606606
818,17,10,2,12,2,8,7,2,9,6,2,17.006172166053016,10.20880280892196,1.785025025025025
819,17,10,2,12,2,8,7,2,9,6,2,17.006067770469308,10.207544842143303,1.7863873873873874
820,17,10,2,12,2,8,7,2,9,6,2,17.005964604905717,10.206287647346537,1.787747747747748
821,17,10,2,12,2,8,7,2,9,6,2,17.00586266072623,10.205031233167663,1.7891061061061062
822,17,10,2,12,2,8,7,2,9,6,2,17.005761929327946,10.20377560820959,1.7904624624624623
823,17,10,2,12,2,8,7,2,9,6,2,17.005662402140793,10.202520781042391,1.7918168168168167
824,17,10,2,12,2,8,7,2,9,6,2,17.005564070627273,10.201266760203556,1.7931691691691691
825,17,10,2,12,2,8,7,2,9,6,2,17.005466926282256,10.200013554198222,1.7945195195195196
826,17,10,2,12,2,8,7,2,9,6,2,17.005370960632682,10.19876117149945,1.795867867867868
827,17,10,2,12,2,8,7,2,9,6,2,17.005276165237337,10.197509620548448,1.7972142142142142
828,17,10,2,12,2,8,7,2,9,6,2,17.00518253168661,10.19625890975483,1.7985585585585586
829,17,10,2,12,2,8,7,2,9,6,2,17.005090051602238,10.195009047496862,1.799900900900901
830,17,10,2,12,2,8,7,2,9,6,2,17.00499871663706,10.1937600421217,1.8012412412412413
831,17,10,2,12,2,8,7,2,9,6,2,17.004908518474778,10.192511901945647,1.8025795795795796
832,17,10,2,12,2,8,7,2,9,6,2,17.0048194488297,10.191264635254383,1.803915915915916
833,17,10,2,12,2,8,7,2,9,6,2,17.004731499446528,10.190018250303222,1.8052502502502503
834,17,10,2,12,2,8,7,2,9,6,2,17.004644662100077,10.188772755317341,1.8065825825825828
835,17,10,2,12,2,8,7,2,9,6,2,17.004558928595053,10.187528158492036,1.807912912912913
836,17,10,2,12,2,8,7,2,9,6,2,17.00447429076581,10.18628446799295,1.8092412412412413
837,17,10,2,12,2,8,7,2,9,6,2,17.00439074047611,10.18504169195632,1.8105675675675679
838,17,10,2,12,2,8,7,2,9,6,2,17.004308269618893,10.183799838489216,1.811891891891892
839,17,10,2,12,2,8,7,2,9,6,2,17.004226870116007,10.182558915669778,1.8132142142142142
840,17,10,2,12,2,8,7,2,9,6,2,17.004146533918,10.181318931547466,1.8145345345345347
841,17,10,2,12,2,8,7,2,9,6,2,17.00406725300388,10.180079894143269,1.8158528528528528
842,17,10,2,12,2,8,7,2,9,6,2,17.003989019380857,10.178841811449972,1.8171691691691692
843,17,10,2,12,2,8,7,2,9,6,2,17.003911825084135,10.177604691432382,1.8184834834834835
844,17,10,2,12,2,8,7,2,9,6,2,17.003835662176655,10.176368542027548,1.819795795795796
845,17,10,2,12,2,8,7,2,9,6,2,17.00376052274887,10.175133371145025,1.8211061061061062
846,17,10,2,12,2,8,7,2,9,6,2,17.00368639891851,10.173899186667075,1.8224144144144143
847,17,10,2,12,2,8,7,2,9,6,2,17.00361328283035,10.172665996448929,1.8237207207207207
848,17,10,2,12,2,8,7,2,9,6,2,17.003541166655975,10.171433808319001,1.825025025025025
849,17,10,2,12,2,8,7,2,9,6,2,17.00347004259355,10.170202630079125,1.8263273273273275
850,17,10,2,12,2,8,7,2,9,6,2,17.003399902867585,10.168972469504787,1.8276276276276278
851,17,10,2,12,2,8,7,2,9,6,2,17.00333073972872,10.167743334345353,1.828925925925926
852,17,10,2,12,2,8,7,2,9,6,2,17.003262545453474,10.166515232324304,1.8302222222222224
853,17,10,2,12,2,8,7,2,9,6,2,17.003195312344033,10.165288171139451,1.8315165165165166
854,17,10,2,12,2,8,7,2,9,6,2,17.00312903272801,10.164062158463182,1.8328088088088088
855,17,10,2,12,2,8,7,2,9,6,2,17.00306369895823,10.162837201942672,1.8340990990990993
856,17,10,2,12,2,8,7,2,9,6,2,17.00299930341249,10.161613309200124,1.8353873873873874
857,17,10,2,12,2,8,7,2,9,6,2,17.00293583849335,10.160390487832977,1.836673673673674
858,17,10,2,12,2,8,7,2,9,6,2,17.00287329662789,10.159168745414151,1.8379579579579581
859,17,10,2,12,2,8,7,2,9,6,2,17.002811670267505,10.157948089492256,1.8392402402402404
860,17,10,2,12,2,8,7,2,9,6,2,17.002750951887656,10.156728527591826,1.8405205205205206
861,17,10,2,12,2,8,7,2,9,6,2,17.002691133987668,10.155510067213534,1.841798798798799
862,17,10,2,12,2,8,7,2,9,6,2,17.00263220909051,10.154292715834414,1.8430750750750753
863,17,10,2,12,2,8,7,2,9,6,2,17.00257416974256,10.153076480908092,1.8443493493493495
864,17,10,2,12,2,8,7,2,9,6,2,17.00251700851338,10.151861369865,1.8456216216216217
865,17,10,2,12,2,8,7,2,9,6,2,17.002460717995522,10.150647390112585,1.846891891891892
866,17,10,2,12,2,8,7,2,9,6,2,17.00240529080429,10.149434549035552,1.8481601601601603
867,17,10,2,12,2,8,7,2,9,6,2,17.002350719577507,10.148222853996065,1.8494264264264264
868,17,10,2,12,2,8,7,2,9,6,2,17.002296996975343,10.147012312333969,1.850690690690691
869,17,10,2,12,2,8,7,2,9,6,2,17.002244115680046,10.145802931367001,1.8519529529529533
870,17,10,2,12,2,8,7,2,9,6,2,17.002192068395765,10.144594718391025,1.8532132132132133
871,17,10,2,12,2,8,7,2,9,6,2,17.002140847848302,10.143387680680226,1.8544714714714714
872,17,10,2,12,2,8,7,2,9,6,2,17.002090446784937,10.142181825487334,1.8557277277277278
873,17,10,2,12,2,8,7,2,9,6,2,17.00204085797418,10.140977160043843,1.8569819819819822
874,17,10,2,12,2,8,7,2,9,6,2,17.001992074205557,10.139773691560208,1.8582342342342344
875,17,10,2,12,2,8,7,2,9,6,2,17.00194408828943,10.138571427226085,1.8594844844844847
876,17,10,2,12,2,8,7,2,9,6,2,17.001896893056756,10.137370374210512,1.8607327327327328
877,17,10,2,12,2,8,7,2,9,6,2,17.00185048135888,10.13617053966214,1.8619789789789791
878,17,10,2,12,2,8,7,2,9,6,2,17.001804846067337,10.134971930709439,1.8632232232232235
879,17,10,2,12,2,8,7,2,9,6,2,17.00175998007363,10.133774554460901,1.8644654654654653
880,17,10,2,12,2,8,7,2,9,6,2,17.00171587628903,10.132578418005266,1.8657057057057058
881,17,10,2,12,2,8,7,2,9,6,2,17.001672527644352,10.131383528411705,1.866943943943944
882,17,10,2,12,2,8,7,2,9,6,2,17.00162992708977,10.130189892730048,1.8681801801801803
883,17,10,2,12,2,8,7,2,9,6,2,17.001588067594597,10.128997517990985,1.8694144144144145
884,17,10,2,12,2,8,7,2,9,6,2,17.001546942147083,10.127806411206269,1.8706466466466467
885,17,10,2,12,2,8,7,2,9,6,2,17.001506543754203,10.126616579368921,1.871876876876877
886,17,10,2,12,2,8,7,2,9,6,2,17.001466865441458,10.125428029453438,1.8731051051051053
887,17,10,2,12,2,8,7,2,9,6,2,17.001427900252672,10.124240768415994,1.8743313313313315
888,17,10,2,12,2,8,7,2,9,6,2,17.001389641249794,10.123054803194652,1.8755555555555556
889,17,10,2,12,2,8,7,2,9,6,2,17.001352081512678,10.121870140709547,1.8767777777777779
890,17,10,2,12,2,8,7,2,9,6,2,17.00131521413889,10.120686787863107,1.8779979979979982
891,17,10,2,12,2,8,7,2,9,6,2,17.001279032243538,10.119504751540248,1.8792162162162165
892,17,10,2,12,2,8,7,2,9,6,2,17.001243528959,10.118324038608565,1.8804324324324324
893,17,10,2,12,2,8,7,2,9,6,2,17.001208697434812,10.117144655918544,1.8816466466466468
894,17,10,2,12,2,8,7,2,9,6,2,17.00117453083739,10.115966610303753,1.8828588588588588
895,17,10,2,12,2,8,7,2,9,6,2,17.001141022349884,10.114789908581045,1.8840690690690691
896,17,10,2,12,2,8,7,2,9,6,2,17.00110816517197,10.113614557550754,1.8852772772772775
897,17,10,2,12,2,8,7,2,9,6,2,17.001075952519635,10.11244056399688,1.8864834834834836
898,17,10,2,12,2,8,7,2,9,6,2,17.001044377625,10.111267934687312,1.8876876876876878
899,17,10,2,12,2,8,7,2,9,6,2,17.00101343373612,10.11009667637399,1.88888988988989
900,17,10,2,12,2,8,7,2,9,6,2,17.000983114116785,10.108926795793122,1.8900900900900903
901,17,10,2,12,2,8,7,2,9,6,2,17.000953412046336,10.107758299665374,1.8912882882882884
902,17,10,2,12,2,8,7,2,9,6,2,17.000924320819465,10.106591194696051,1.8924844844844846
903,17,10,2,12,2,8,7,2,9,6,2,17.000895833746014,10.10542548757531,1.8936786786786788
904,17,10,2,12,2,8,7,2,9,6,2,17.000867944150805,10.104261184978327,1.894870870870871
905,17,10,2,12,2,8,7,2,9,6,2,17.000840645373437,10.103098293565504,1.896061061061061
906,17,10,2,12,2,8,7,2,9,6,2,17.000813930768093,10.10193681998266,1.8972492492492496
907,17,10,2,12,2,8,7,2,9,6,2,17.00078779370336,10.100776770861206,1.8984354354354356
908,17,10,2,12,2,8,7,2,9,6,2,17.00076222756203,10.099618152818348,1.8996196196196198
909,17,10,2,12,2,8,7,2,9,6,2,17.000737225740927,10.098460972457271,1.9008018018018018
910,17,10,2,12,2,8,7,2,9,6,2,17.0007127816507,10.097305236367317,1.901981981981982
911,17,10,2,12,2,8,7,2,9,6,2,17.000688888715658,10.096150951124184,1.9031601601601604
912,17,10,2,12,2,8,7,2,9,6,2,17.00066554037356,10.094998123290102,1.9043363363363366
913,17,10,2,12,2,8,7,2,9,6,2,17.000642730075462,10.093846759414024,1.9055105105105108
914,17,10,2,12,2,8,7,2,9,6,2,17.000620451285506,10.09269686603181,1.9066826826826828
915,17,10,2,12,2,8,7,2,9,6,2,17.000598697480743,10.091548449666403,1.9078528528528529
916,17,10,2,12,2,8,7,2,9,6,2,17.000577462150957,10.090401516828019,1.909021021021021
917,17,10,2,12,2,8,7,2,9,6,2,17.000556738798487,10.089256074014326,1.9101871871871872
918,17,10,2,12,2,8,7,2,9,6,2,17.00053652093802,10.088112127710627,1.9113513513513514
919,17,10,2,12,2,8,7,2,9,6,2,17.00051680209645,10.086969684390034,1.9125135135135136
920,17,10,2,12,2,8,7,2,9,6,2,17.00049757581266,10.085828750513665,1.913673673673674
921,17,10,2,12,2,8,7,2,9,6,2,17.000478835637374,10.084689332530797,1.9148318318318318
922,17,10,2,12,2,8,7,2,9,6,2,17.000460575132948,10.083551436879063,1.9159879879879882
923,17,10,2,12,2,8,7,2,9,6,2,17.000442787873233,10.082415069984624,1.9171421421421424
924,17,10,2,12,2,8,7,2,9,6,2,17.000425467443357,10.081280238262348,1.9182942942942944
925,17,10,2,12,2,8,7,2,9,6,2,17.000408607439567,10.080146948115987,1.9194444444444447
926,17,10,2,12,2,8,7,2,9,6,2,17.00039220146907,10.079015205938338,1.9205925925925929
927,17,10,2,12,2,8,7,2,9,6,2,17.000376243149816,10.077885018111443,1.921738738738739
928,17,10,2,12,2,8,7,2,9,6,2,17.00036072611038,10.07675639100674,1.9228828828828828
929,17,10,2,12,2,8,7,2,9,6,2,17.00034564398973,10.075629330985246,1.924025025025025
930,17,10,2,12,2,8,7,2,9,6,2,17.000330990437106,10.074503844397729,1.9251651651651653
931,17,10,2,12,2,8,7,2,9,6,2,17.000316759111815,10.073379937584882,1.9263033033033032
932,17,10,2,12,2,8,7,2,9,6,2,17.000302943683074,10.072257616877486,1.9274394394394396
933,17,10,2,12,2,8,7,2,9,6,2,17.000289537829836,10.071136888596591,1.9285735735735736
934,17,10,2,12,2,8,7,2,9,6,2,17.00027653524062,10.070017759053673,1.929705705705706
935,17,10,2,12,2,8,7,2,9,6,2,17.000263929613354,10.068900234550812,1.9308358358358357
936,17,10,2,12,2,8,7,2,9,6,2,17.000251714655175,10.06778432138086,1.931963963963964
937,17,10,2,12,2,8,7,2,9,6,2,17.000239884082312,10.0666700258276,1.93309009009009
938,17,10,2,12,2,8,7,2,9,6,2,17.00022843161986,10.065557354165923,1.9342142142142142
939,17,10,2,12,2,8,7,2,9,6,2,17.00021735100168,10.064446312661985,1.9353363363363365
940,17,10,2,12,2,8,7,2,9,6,2,17.000206635970166,10.06333690757338,1.9364564564564564
941,17,10,2,12,2,8,7,2,9,6,2,17.000196280276132,10.062229145149294,1.9375745745745747
942,17,10,2,12,2,8,7,2,9,6,2,17.00018627767863,10.061123031630679,1.9386906906906909
943,17,10,2,12,2,8,7,2,9,6,2,17.00017662194478,10.060018573250412,1.9398048048048049
944,17,10,2,12,2,8,7,2,9,6,2,17.000167306849626,10.058915776233457,1.940916916916917
945,17,10,2,12,2,8,7,2,9,6,2,17.00015832617595,10.057814646797024,1.942027027027027
946,17,10,2,12,2,8,7,2,9,6,2,17.000149673714134,10.056715191150733,1.9431351351351354
947,17,10,2,12,2,8,7,2,9,6,2,17.000141343261987,10.05561741549677,1.944241241241241
948,17,10,2,12,2,8,7,2,9,6,2,17.0001333286246,10.054521326030054,1.9453453453453453
949,17,10,2,12,2,8,7,2,9,6,2,17.000125623614167,10.053426928938388,1.9464474474474476
950,17,10,2,12,2,8,7,2,9,6,2,17.000118222049835,10.052334230402618,1.9475475475475477
951,17,10,2,12,2,8,7,2,9,6,2,17.00011111775756,10.051243236596797,1.9486456456456458
952,17,10,2,12,2,8,7,2,9,6,2,17.00010430456993,10.050153953688326,1.9497417417417418
953,17,10,2,12,2,8,7,2,9,6,2,17.000097776326037,10.049066387838126,1.9508358358358358
954,17,10,2,12,2,8,7,2,9,6,2,17.000091526871287,10.047980545200787,1.9519279279279282
955,17,10,2,12,2,8,7,2,9,6,2,17.000085550057268,10.046896431924713,1.953018018018018
956,17,10,2,12,2,8,7,2,9,6,2,17.000079839741602,10.045814054152292,1.9541061061061062
957,17,10,2,12,2,8,7,2,9,6,2,17.00007438978777,10.044733418020039,1.9551921921921922
958,17,10,2,12,2,8,7,2,9,6,2,17.00006919406498,10.043654529658742,1.9562762762762764
959,17,10,2,12,2,8,7,2,9,6,2,17.000064246448012,10.042577395193629,1.9573583583583585
960,17,10,2,12,2,8,7,2,9,6,2,17.00005954081706,10.041502020744502,1.9584384384384386
961,17,10,2,12,2,8,7,2,9,6,2,17.00005507105758,10.040428412425902,1.9595165165165165
962,17,10,2,12,2,8,7,2,9,6,2,17.000050831060165,10.039356576347243,1.9605925925925927
963,17,10,2,12,2,8,7,2,9,6,2,17.000046814720363,10.038286518612969,1.961666666666667
964,17,10,2,12,2,8,7,2,9,6,2,17.000043015938555,10.037218245322705,1.962738738738739
965,17,10,2,12,2,8,7,2,9,6,2,17.000039428619793,10.036151762571397,1.9638088088088088
966,17,10,2,12,2,8,7,2,9,6,2,17.00003604667367,10.035087076449454,1.9648768768768767
967,17,10,2,12,2,8,7,2,9,6,2,17.000032864014152,10.034024193042905,1.965942942942943
968,17,10,2,12,2,8,7,2,9,6,2,17.000029874559456,10.032963118433537,1.9670070070070071
969,17,10,2,12,2,8,7,2,9,6,2,17.00002707223189,10.03190385869904,1.968069069069069
970,17,10,2,12,2,8,7,2,9,6,2,17.000024450957724,10.030846419913148,1.9691291291291293
971,17,10,2,12,2,8,7,2,9,6,2,17.00002200466703,10.029790808145783,1.9701871871871874
972,17,10,2,12,2,8,7,2,9,6,2,17.000019727293555,10.028737029463201,1.9712432432432432
973,17,10,2,12,2,8,7,2,9,6,2,17.000017612774577,10.027685089928125,1.9722972972972974
974,17,10,2,12,2,8,7,2,9,6,2,17.00001565505076,10.026634995599888,1.9733493493493495
975,17,10,2,12,2,8,7,2,9,6,2,17.000013848066025,10.025586752534577,1.9743993993993993
976,17,10,2,12,2,8,7,2,9,6,2,17.000012185767385,10.024540366785168,1.9754474474474475
977,17,10,2,12,2,8,7,2,9,6,2,17.000010662104845,10.023495844401658,1.9764934934934937
978,17,10,2,12,2,8,7,2,9,6,2,17.00000927103124,10.022453191431222,1.9775375375375375
979,17,10,2,12,2,8,7,2,9,6,2,17.0000080065021,10.02141241391832,1.9785795795795798
980,17,10,2,12,2,8,7,2,9,6,2,17.000006862475516,10.020373517904861,1.9796196196196196
981,17,10,2,12,2,8,7,2,9,6,2,17.00000583291202,10.019336509430323,1.9806576576576578
982,17,10,2,12,2,8,7,2,9,6,2,17.000004911774422,10.018301394531884,1.9816936936936937
983,17,10,2,12,2,8,7,2,9,6,2,17.0000040930277,10.01726817924457,1.982727727727728
984,17,10,2,12,2,8,7,2,9,6,2,17.000003370638858,10.01623686960138,1.9837597597597596
985,17,10,2,12,2,8,7,2,9,6,2,17.000002738576796,10.015207471633413,1.9847897897897897
986,17,10,2,12,2,8,7,2,9,6,2,17.000002190812175,10.014179991370009,1.9858178178178179
987,17,10,2,12,2,8,7,2,9,6,2,17.000001721317286,10.013154434838869,1.9868438438438438
988,17,10,2,12,2,8,7,2,9,6,2,17.000001324065934,10.0121308080662,1.9878678678678678
989,17,10,2,12,2,8,7,2,9,6,2,17.000000993033282,10.01110911707683,1.9888898898898897
990,17,10,2,12,2,8,7,2,9,6,2,17.00000072219575,10.010089367894341,1.9899099099099098
991,17,10,2,12,2,8,7,2,9,6,2,17.00000050553087,10.009071566541204,1.990927927927928
992,17,10,2,12,2,8,7,2,9,6,2,17.000000337017163,10.00805571903889,1.991943943943944
993,17,10,2,12,2,8,7,2,9,6,2,17.000000210634024,10.007041831408019,1.992957957957958
994,17,10,2,12,2,8,7,2,9,6,2,17.00000012036157,10.00602990966846,1.99396996996997
995,17,10,2,12,2,8,7,2,9,6,2,17.00000006018054,10.005019959839478,1.9949799799799801
996,17,10,2,12,2,8,7,2,9,6,2,17.00000002407217,10.004011987939844,1.9959879879879878
997,17,10,2,12,2,8,7,2,9,6,2,17.00000000601804,10.003005999987964,1.996993993993994
998,17,10,2,12,2,8,7,2,9,6,2,17.0,10.002002002002001,1.997997997997998
999,17,10,2,12,2,8,7,2,9,6,2,17.0,10.001000000000001,1.999
1000,17,10,2,12,2,8,7,2,9,6,2,17.0,10.0,2.0
