population,tier_axis,tier,predictor,range,cut,n,mean,ci_low,ci_high
nonfoldbench_designed,depth_tier,<10,Protenix-v2 + MSA,long,R,13,0.7306224390544995,0.6377086136506335,0.8126517856084108
nonfoldbench_designed,depth_tier,<10,Protenix-v2 single-seq,long,R,13,0.7301548653912827,0.6395095570148595,0.8074036432595539
nonfoldbench_designed,depth_tier,all,ESMFold2,all,AUC,15,0.9053878540803602,0.8436453805279402,0.9446166485249191
nonfoldbench_designed,depth_tier,all,MarinFold #232 m2-p06 (step 363k),all,AUC,15,0.9222383618109434,0.8936921127398908,0.9490145830884974
nonfoldbench_designed,depth_tier,all,Protenix-v2 + MSA,all,AUC,15,0.9166458905353239,0.8880046344341956,0.9423847148706269
nonfoldbench_designed,depth_tier,all,Protenix-v2 single-seq,all,AUC,15,0.9094723734755285,0.8754079176828488,0.9382603184434471
nonfoldbench_designed,depth_tier,all,ESMFold2,all,R,15,0.7175787985810991,0.6013258742084547,0.8008477863363838
nonfoldbench_designed,depth_tier,all,MarinFold #232 m2-p06 (step 363k),all,R,15,0.48238319252708595,0.39931564771671535,0.5673875795206954
nonfoldbench_designed,depth_tier,all,Protenix-v2 + MSA,all,R,15,0.7273477467712068,0.6510534754561526,0.7941770578811116
nonfoldbench_designed,depth_tier,all,Protenix-v2 single-seq,all,R,15,0.7274604904604509,0.6575546641015619,0.7905081550084205
nonfoldbench_designed,depth_tier,all,ESMFold2,long,R,15,0.6908577023311959,0.5605345671543478,0.7971136243395741
nonfoldbench_designed,depth_tier,all,MarinFold #232 m2-p06 (step 363k),long,R,15,0.42820872125533255,0.327265834172703,0.5408664694581217
nonfoldbench_designed,depth_tier,all,Protenix-v2 + MSA,long,R,15,0.7183036195161672,0.6340046171589434,0.7969514641963553
nonfoldbench_designed,depth_tier,all,Protenix-v2 single-seq,long,R,15,0.7251183436565719,0.6448760618750697,0.7967300677338965
nonfoldbench_natural,depth_tier,10-100,ESMFold2,all,AUC,11,0.7136383541902517,0.6459246428484919,0.7803720793056228
nonfoldbench_natural,depth_tier,10-100,MarinFold #232 m2-p06 (step 363k),all,AUC,11,0.8198980969755619,0.7960664551310845,0.8454070390840406
nonfoldbench_natural,depth_tier,10-100,Protenix-v2 + MSA,all,AUC,11,0.8995604377268205,0.8617031386828843,0.9324620132862768
nonfoldbench_natural,depth_tier,10-100,Protenix-v2 single-seq,all,AUC,11,0.6356808263151298,0.5939136411056628,0.6804316075746338
nonfoldbench_natural,depth_tier,10-100,ESMFold2,all,R,11,0.3790365791352562,0.24028170165105622,0.5212285183444886
nonfoldbench_natural,depth_tier,10-100,MarinFold #232 m2-p06 (step 363k),all,R,11,0.18651322398449047,0.15454591481760555,0.22399712885965195
nonfoldbench_natural,depth_tier,10-100,Protenix-v2 + MSA,all,R,11,0.6945255150439947,0.5742344769963326,0.7888633565564059
nonfoldbench_natural,depth_tier,10-100,Protenix-v2 single-seq,all,R,11,0.2337944602696456,0.15414866669527527,0.32216493199326746
nonfoldbench_natural,depth_tier,10-100,ESMFold2,long,R,11,0.3711446807347803,0.22498270086713887,0.5218122541621597
nonfoldbench_natural,depth_tier,10-100,MarinFold #232 m2-p06 (step 363k),long,R,11,0.1313326000150104,0.08929255908899306,0.17200480398771076
nonfoldbench_natural,depth_tier,10-100,Protenix-v2 + MSA,long,R,11,0.6917864605846887,0.5472689759048666,0.8013139222631199
nonfoldbench_natural,depth_tier,10-100,Protenix-v2 single-seq,long,R,11,0.17348349504838453,0.08248794138172363,0.27839768772017104
nonfoldbench_natural,depth_tier,100-1000,ESMFold2,all,AUC,13,0.677439557654308,0.596892171570296,0.7642874233746078
nonfoldbench_natural,depth_tier,100-1000,MarinFold #232 m2-p06 (step 363k),all,AUC,13,0.8072045204245436,0.7719363021623125,0.8471260326504477
nonfoldbench_natural,depth_tier,100-1000,Protenix-v2 + MSA,all,AUC,13,0.9004825671889131,0.8461560744970479,0.9453956313242434
nonfoldbench_natural,depth_tier,100-1000,Protenix-v2 single-seq,all,AUC,13,0.5953456054427732,0.554863107905666,0.6415602149522707
nonfoldbench_natural,depth_tier,100-1000,ESMFold2,all,R,13,0.31214832158967276,0.17603369471000646,0.4571973128971188
nonfoldbench_natural,depth_tier,100-1000,MarinFold #232 m2-p06 (step 363k),all,R,13,0.19909145893129265,0.14640030189128478,0.25992684165059865
nonfoldbench_natural,depth_tier,100-1000,Protenix-v2 + MSA,all,R,13,0.7335231312825653,0.6323045576610815,0.8200131543165773
nonfoldbench_natural,depth_tier,100-1000,Protenix-v2 single-seq,all,R,13,0.15541034403938797,0.09597425481850806,0.2199830112516421
nonfoldbench_natural,depth_tier,100-1000,ESMFold2,long,R,13,0.27997099105449313,0.13216727308740225,0.43981788076066414
nonfoldbench_natural,depth_tier,100-1000,MarinFold #232 m2-p06 (step 363k),long,R,13,0.1368858181800222,0.06696030949778499,0.2328787340775943
nonfoldbench_natural,depth_tier,100-1000,Protenix-v2 + MSA,long,R,13,0.7052887889266409,0.580230196140813,0.8112673475944825
nonfoldbench_natural,depth_tier,100-1000,Protenix-v2 single-seq,long,R,13,0.08866818795252943,0.04045179807533712,0.14868035757538392
nonfoldbench_natural,depth_tier,1000+,ESMFold2,all,AUC,8,0.7887486292668513,0.713634079647654,0.8591249955268566
nonfoldbench_natural,depth_tier,1000+,MarinFold #232 m2-p06 (step 363k),all,AUC,8,0.8987807390116817,0.8507632513110256,0.9408216712873816
nonfoldbench_natural,depth_tier,1000+,Protenix-v2 + MSA,all,AUC,8,0.8703087233189941,0.8160912188528178,0.9190270050044164
nonfoldbench_natural,depth_tier,1000+,Protenix-v2 single-seq,all,AUC,8,0.6353597047697368,0.5635254958025091,0.7285574659775101
nonfoldbench_natural,depth_tier,1000+,ESMFold2,all,R,8,0.533751194220248,0.391565199139552,0.6669152930756638
nonfoldbench_natural,depth_tier,1000+,MarinFold #232 m2-p06 (step 363k),all,R,8,0.4304118590605755,0.3263084844132555,0.5333374497759088
nonfoldbench_natural,depth_tier,1000+,Protenix-v2 + MSA,all,R,8,0.6689656803155108,0.5675723493789793,0.7640067542755719
nonfoldbench_natural,depth_tier,1000+,Protenix-v2 single-seq,all,R,8,0.22406085249069396,0.10128509732231439,0.3902703944143614
nonfoldbench_natural,depth_tier,1000+,ESMFold2,long,R,8,0.4992361247759412,0.35183568023210965,0.6391488147033398
nonfoldbench_natural,depth_tier,1000+,MarinFold #232 m2-p06 (step 363k),long,R,8,0.3592249718412899,0.24130639602497106,0.4598829090141773
nonfoldbench_natural,depth_tier,1000+,Protenix-v2 + MSA,long,R,8,0.6489110744548667,0.5392477654386891,0.7543330980290733
nonfoldbench_natural,depth_tier,1000+,Protenix-v2 single-seq,long,R,8,0.16214067497134316,0.05559140596246272,0.28985664839990033
nonfoldbench_natural,depth_tier,<10,ESMFold2,all,AUC,11,0.6776001696634082,0.6183148265110572,0.732934774385475
nonfoldbench_natural,depth_tier,<10,MarinFold #232 m2-p06 (step 363k),all,AUC,11,0.8228671808235846,0.7664511340839159,0.8785004144917424
nonfoldbench_natural,depth_tier,<10,Protenix-v2 + MSA,all,AUC,11,0.7190803679262877,0.643683165221672,0.796626890790097
nonfoldbench_natural,depth_tier,<10,Protenix-v2 single-seq,all,AUC,11,0.6405768661445772,0.5907602629619674,0.6902922212538958
nonfoldbench_natural,depth_tier,<10,ESMFold2,all,R,11,0.3178809014923462,0.21001194079846675,0.4247263881470192
nonfoldbench_natural,depth_tier,<10,MarinFold #232 m2-p06 (step 363k),all,R,11,0.2804636843450142,0.18185741969008182,0.4131598869749429
nonfoldbench_natural,depth_tier,<10,Protenix-v2 + MSA,all,R,11,0.34315868894264495,0.2185870086971957,0.47995779915899683
nonfoldbench_natural,depth_tier,<10,Protenix-v2 single-seq,all,R,11,0.21219406508358424,0.1462759435472302,0.2830047319427628
nonfoldbench_natural,depth_tier,<10,ESMFold2,long,R,11,0.20581153173907743,0.1049349850313755,0.3116750329077069
nonfoldbench_natural,depth_tier,<10,MarinFold #232 m2-p06 (step 363k),long,R,11,0.1877688650132143,0.07436770022554373,0.3673586680613874
nonfoldbench_natural,depth_tier,<10,Protenix-v2 + MSA,long,R,11,0.2513171336564416,0.10899948705691571,0.4128516182421829
nonfoldbench_natural,depth_tier,<10,Protenix-v2 single-seq,long,R,11,0.14517627056658627,0.07008080969069279,0.2259949103213726
nonfoldbench_natural,depth_tier,all,ESMFold2,all,AUC,43,0.7074494661867692,0.6687758409568727,0.7461904607471483
nonfoldbench_natural,depth_tier,all,MarinFold #232 m2-p06 (step 363k),all,AUC,43,0.831495877521003,0.8086083031299494,0.8550312689182982
nonfoldbench_natural,depth_tier,all,Protenix-v2 + MSA,all,AUC,43,0.848227721446326,0.8109747082428027,0.8828007898304618
nonfoldbench_natural,depth_tier,all,Protenix-v2 single-seq,all,AUC,43,0.6246791889760633,0.5984534348357756,0.6531479771043838
nonfoldbench_natural,depth_tier,all,ESMFold2,all,R,43,0.37195418654258966,0.29989388000869477,0.44291619965895684
nonfoldbench_natural,depth_tier,all,MarinFold #232 m2-p06 (step 363k),all,R,43,0.2597262751213014,0.21396845288770458,0.3103004277231851
nonfoldbench_natural,depth_tier,all,Protenix-v2 + MSA,all,R,43,0.6116756370476853,0.536348649993665,0.6818452065588095
nonfoldbench_natural,depth_tier,all,Protenix-v2 single-seq,all,R,43,0.2027603504958866,0.16027436754263558,0.24986672201706517
nonfoldbench_natural,depth_tier,all,ESMFold2,long,R,43,0.32511698184019483,0.2482082811023757,0.4022656730076126
nonfoldbench_natural,depth_tier,all,MarinFold #232 m2-p06 (step 363k),long,R,43,0.18984724479955997,0.13656387356978203,0.2513627074444906
nonfoldbench_natural,depth_tier,all,Protenix-v2 + MSA,long,R,43,0.5752135439148303,0.48588449336888545,0.6588443159212165
nonfoldbench_natural,depth_tier,all,Protenix-v2 single-seq,long,R,43,0.13848998290507689,0.09662729317970618,0.18396067653303091
all_natural,neff_tier,10-100,ESMFold2,all,AUC,21,0.785488080368489,0.7219544331772864,0.8463295777919054
all_natural,neff_tier,10-100,MarinFold #232 m2-p06 (step 363k),all,AUC,46,0.8786288490939983,0.8533228688815181,0.9040307416933978
all_natural,neff_tier,10-100,Protenix-v2 + MSA,all,AUC,21,0.9227098078440451,0.8921921294032683,0.9468889144417634
all_natural,neff_tier,10-100,Protenix-v2 single-seq,all,AUC,21,0.6464402808602918,0.6048129204853483,0.6912897886021848
all_natural,neff_tier,10-100,seq-KNN (decontaminated corpus),all,AUC,35,0.5845495843497422,0.5503832219125606,0.6216227058232797
all_natural,neff_tier,10-100,ESMFold2,all,R,46,0.569591657799574,0.4853971163459319,0.6491381382510019
all_natural,neff_tier,10-100,MarinFold #232 m2-p06 (step 363k),all,R,46,0.3611816672247712,0.30244916749645323,0.42140782460319626
all_natural,neff_tier,10-100,Protenix-v2 + MSA,all,R,46,0.8050994445706968,0.7721968558482938,0.8347006703011016
all_natural,neff_tier,10-100,Protenix-v2 single-seq,all,R,46,0.2715236357473514,0.20808067244637615,0.34044949084000453
all_natural,neff_tier,10-100,seq-KNN (decontaminated corpus),all,R,35,0.16772713838006653,0.10457593725373619,0.23534400335800787
all_natural,neff_tier,10-100,ESMFold2,long,R,46,0.5530241461751252,0.4669169916054805,0.6341123751641846
all_natural,neff_tier,10-100,MarinFold #232 m2-p06 (step 363k),long,R,46,0.335993010792794,0.27206445018041947,0.4018909635549699
all_natural,neff_tier,10-100,Protenix-v2 + MSA,long,R,46,0.7878955361501935,0.7521012684757351,0.8201762650240265
all_natural,neff_tier,10-100,Protenix-v2 single-seq,long,R,46,0.23958328720736344,0.17231980226220286,0.3123452088430449
all_natural,neff_tier,10-100,seq-KNN (decontaminated corpus),long,R,35,0.1640196867071582,0.1010949119390747,0.23203672636548253
all_natural,neff_tier,100-1000,ESMFold2,all,AUC,40,0.8408838881449181,0.789974413957633,0.8869169851115556
all_natural,neff_tier,100-1000,MarinFold #232 m2-p06 (step 363k),all,AUC,96,0.9014419090922003,0.8817774055891784,0.9198661478436717
all_natural,neff_tier,100-1000,Protenix-v2 + MSA,all,AUC,40,0.9347438635250007,0.9136712931225947,0.9512934320181214
all_natural,neff_tier,100-1000,Protenix-v2 single-seq,all,AUC,40,0.6103992584970845,0.5823266410877058,0.640064637062642
all_natural,neff_tier,100-1000,seq-KNN (decontaminated corpus),all,AUC,84,0.7386260458439646,0.7110610245930454,0.7660029852196562
all_natural,neff_tier,100-1000,ESMFold2,all,R,96,0.7202226345581589,0.6702473401522858,0.7643654914222175
all_natural,neff_tier,100-1000,MarinFold #232 m2-p06 (step 363k),all,R,96,0.43582951510976925,0.39416740986525595,0.47768632348280243
all_natural,neff_tier,100-1000,Protenix-v2 + MSA,all,R,96,0.8302527947759595,0.8117341049202145,0.8463022952097223
all_natural,neff_tier,100-1000,Protenix-v2 single-seq,all,R,96,0.25856181717673715,0.21521348541938426,0.30634371254087417
all_natural,neff_tier,100-1000,seq-KNN (decontaminated corpus),all,R,84,0.3738718866507331,0.33452789430677177,0.41237601214550823
all_natural,neff_tier,100-1000,ESMFold2,long,R,96,0.7058838931933051,0.6527378598554241,0.7535308002083043
all_natural,neff_tier,100-1000,MarinFold #232 m2-p06 (step 363k),long,R,96,0.4019595525140222,0.3558024127749277,0.44830053111464596
all_natural,neff_tier,100-1000,Protenix-v2 + MSA,long,R,96,0.8207273468491013,0.7980177587888778,0.8402248903440995
all_natural,neff_tier,100-1000,Protenix-v2 single-seq,long,R,96,0.22330274466315506,0.17715669595093578,0.2736332953334837
all_natural,neff_tier,100-1000,seq-KNN (decontaminated corpus),long,R,84,0.35749756781748276,0.31527937920946125,0.40050904004609833
all_natural,neff_tier,1000+,ESMFold2,all,AUC,59,0.9448634917872446,0.9310622573721637,0.9562154252733297
all_natural,neff_tier,1000+,MarinFold #232 m2-p06 (step 363k),all,AUC,185,0.9706507555044485,0.9640557298096187,0.9761714345270158
all_natural,neff_tier,1000+,Protenix-v2 + MSA,all,AUC,59,0.9589479146925427,0.9502656709126879,0.965906571175461
all_natural,neff_tier,1000+,Protenix-v2 single-seq,all,AUC,59,0.6545094718611825,0.6221310467431757,0.6895818744794566
all_natural,neff_tier,1000+,seq-KNN (decontaminated corpus),all,AUC,181,0.8531592427403984,0.8417318025651971,0.8638746136220605
all_natural,neff_tier,1000+,ESMFold2,all,R,185,0.8448637749040494,0.83442487410195,0.8541410604626541
all_natural,neff_tier,1000+,MarinFold #232 m2-p06 (step 363k),all,R,185,0.6591960132570576,0.6403863796302462,0.6765234602071225
all_natural,neff_tier,1000+,Protenix-v2 + MSA,all,R,185,0.8643299030857019,0.8557431690753411,0.8716840377626037
all_natural,neff_tier,1000+,Protenix-v2 single-seq,all,R,185,0.250751660929529,0.22058246318215502,0.2810122511384112
all_natural,neff_tier,1000+,seq-KNN (decontaminated corpus),all,R,181,0.5209612241483217,0.5048856648830867,0.5363807846798516
all_natural,neff_tier,1000+,ESMFold2,long,R,185,0.8376908746674664,0.8261396409283569,0.8479243682315741
all_natural,neff_tier,1000+,MarinFold #232 m2-p06 (step 363k),long,R,185,0.6449689070602965,0.6232791465233276,0.6645786181261165
all_natural,neff_tier,1000+,Protenix-v2 + MSA,long,R,185,0.8559843875640615,0.8466398323096701,0.864322685647635
all_natural,neff_tier,1000+,Protenix-v2 single-seq,long,R,185,0.2098190361451428,0.17960343578553106,0.24021030642701652
all_natural,neff_tier,1000+,seq-KNN (decontaminated corpus),long,R,181,0.5104393600176859,0.4924862511862378,0.5277220912523649
all_natural,neff_tier,<10,ESMFold2,all,AUC,20,0.7237548912366754,0.6723102910734161,0.7747187077441137
all_natural,neff_tier,<10,MarinFold #232 m2-p06 (step 363k),all,AUC,30,0.846667753923925,0.8195731047772705,0.8730602812584379
all_natural,neff_tier,<10,Protenix-v2 + MSA,all,AUC,20,0.7768819735498188,0.7148010260960773,0.8365398798624445
all_natural,neff_tier,<10,Protenix-v2 single-seq,all,AUC,20,0.6283849440147645,0.593262632584553,0.6629654711470216
all_natural,neff_tier,<10,seq-KNN (decontaminated corpus),all,AUC,14,0.5084859460043094,0.5021387979539861,0.5163640340289704
all_natural,neff_tier,<10,ESMFold2,all,R,30,0.46637888048965326,0.37401368418801795,0.556979618538953
all_natural,neff_tier,<10,MarinFold #232 m2-p06 (step 363k),all,R,30,0.2745233401059998,0.22691040116475783,0.3296797542508464
all_natural,neff_tier,<10,Protenix-v2 + MSA,all,R,30,0.5004289630109345,0.40059795505925505,0.5996497702603917
all_natural,neff_tier,<10,Protenix-v2 single-seq,all,R,30,0.26538124008557035,0.19098727247478928,0.34606060888340123
all_natural,neff_tier,<10,seq-KNN (decontaminated corpus),all,R,14,0.02186109132644672,0.008756303480363506,0.037457549262549586
all_natural,neff_tier,<10,ESMFold2,long,R,30,0.40753532735773246,0.3061874286106747,0.5081911941380505
all_natural,neff_tier,<10,MarinFold #232 m2-p06 (step 363k),long,R,30,0.19247917318098035,0.13453992241878338,0.26754460229048777
all_natural,neff_tier,<10,Protenix-v2 + MSA,long,R,30,0.44839503757066856,0.3344232891744944,0.5625988568070021
all_natural,neff_tier,<10,Protenix-v2 single-seq,long,R,30,0.2097060032320023,0.13241835912481398,0.2946404475186455
all_natural,neff_tier,<10,seq-KNN (decontaminated corpus),long,R,14,0.00493332058288,0.0017353946077602142,0.008443350314100826
all_natural,neff_tier,all,ESMFold2,all,AUC,140,0.8596617789551139,0.8351251125714442,0.8820245244752278
all_natural,neff_tier,all,MarinFold #232 m2-p06 (step 363k),all,AUC,357,0.9297640692358988,0.9209290284489696,0.9380959961373484
all_natural,neff_tier,all,Protenix-v2 + MSA,all,AUC,140,0.9205873353112956,0.9043631207541889,0.9346332684362127
all_natural,neff_tier,all,Protenix-v2 single-seq,all,AUC,140,0.6369640997003897,0.6189890734270128,0.6558232685585861
all_natural,neff_tier,all,seq-KNN (decontaminated corpus),all,AUC,314,0.7772116225579824,0.7610704409250474,0.7931279553484362
all_natural,neff_tier,all,ESMFold2,all,R,357,0.744072139911211,0.7206074679726155,0.7662361516655533
all_natural,neff_tier,all,MarinFold #232 m2-p06 (step 363k),all,R,357,0.5284060302482155,0.5056297692958982,0.5505515419636294
all_natural,neff_tier,all,Protenix-v2 + MSA,all,R,357,0.8169544641734653,0.8010007564019996,0.8313791602809594
all_natural,neff_tier,all,Protenix-v2 single-seq,all,R,357,0.25675774836939746,0.23443139681491115,0.28005727023184407
all_natural,neff_tier,all,seq-KNN (decontaminated corpus),all,R,314,0.4199863858961159,0.39722488254148075,0.4424711744622803
all_natural,neff_tier,all,ESMFold2,long,R,357,0.7294197089771045,0.7040676011714976,0.7532952135125136
all_natural,neff_tier,all,MarinFold #232 m2-p06 (step 363k),long,R,357,0.5017854861047589,0.47640686528502674,0.5261211430147363
all_natural,neff_tier,all,Protenix-v2 + MSA,long,R,357,0.8034789433806556,0.7854402081134558,0.8201005371755214
all_natural,neff_tier,all,Protenix-v2 single-seq,long,R,357,0.21727057838379013,0.19380666677747685,0.24128158212176615
all_natural,neff_tier,all,seq-KNN (decontaminated corpus),long,R,314,0.4083728515375176,0.3847554136605652,0.43172388157044606
foldbench_designed,neff_tier,10-100,MarinFold #232 m2-p06 (step 363k),all,AUC,2,0.9804420739389594,0.973182720110509,0.98770142776741
foldbench_designed,neff_tier,10-100,seq-KNN (decontaminated corpus),all,AUC,2,0.5459482966313736,0.4991629888905798,0.5927336043721674
foldbench_designed,neff_tier,10-100,ESMFold2,all,R,2,0.8359181141439206,0.8064516129032258,0.8653846153846154
foldbench_designed,neff_tier,10-100,MarinFold #232 m2-p06 (step 363k),all,R,2,0.5668941273779984,0.5376344086021505,0.5961538461538461
foldbench_designed,neff_tier,10-100,Protenix-v2 + MSA,all,R,2,0.8059346567411083,0.7849462365591398,0.8269230769230769
foldbench_designed,neff_tier,10-100,Protenix-v2 single-seq,all,R,2,0.8084677419354839,0.7419354838709677,0.875
foldbench_designed,neff_tier,10-100,seq-KNN (decontaminated corpus),all,R,2,0.0967741935483871,0.0,0.1935483870967742
foldbench_designed,neff_tier,10-100,ESMFold2,long,R,2,0.8648989898989898,0.8055555555555556,0.9242424242424242
foldbench_designed,neff_tier,10-100,MarinFold #232 m2-p06 (step 363k),long,R,2,0.5366161616161615,0.5277777777777778,0.5454545454545454
foldbench_designed,neff_tier,10-100,Protenix-v2 + MSA,long,R,2,0.7834595959595959,0.7638888888888888,0.803030303030303
foldbench_designed,neff_tier,10-100,Protenix-v2 single-seq,long,R,2,0.807449494949495,0.7361111111111112,0.8787878787878788
foldbench_designed,neff_tier,10-100,seq-KNN (decontaminated corpus),long,R,2,0.0763888888888889,0.0,0.1527777777777778
foldbench_designed,neff_tier,100-1000,MarinFold #232 m2-p06 (step 363k),all,AUC,1,0.8988647719381447,,
foldbench_designed,neff_tier,100-1000,seq-KNN (decontaminated corpus),all,AUC,1,0.5,,
foldbench_designed,neff_tier,100-1000,ESMFold2,all,R,1,0.8602941176470589,,
foldbench_designed,neff_tier,100-1000,MarinFold #232 m2-p06 (step 363k),all,R,1,0.3014705882352941,,
foldbench_designed,neff_tier,100-1000,Protenix-v2 + MSA,all,R,1,0.8602941176470589,,
foldbench_designed,neff_tier,100-1000,Protenix-v2 single-seq,all,R,1,0.8529411764705882,,
foldbench_designed,neff_tier,100-1000,seq-KNN (decontaminated corpus),all,R,1,0.0073529411764705,,
foldbench_designed,neff_tier,100-1000,ESMFold2,long,R,1,0.8529411764705882,,
foldbench_designed,neff_tier,100-1000,MarinFold #232 m2-p06 (step 363k),long,R,1,0.2745098039215686,,
foldbench_designed,neff_tier,100-1000,Protenix-v2 + MSA,long,R,1,0.8725490196078431,,
foldbench_designed,neff_tier,100-1000,Protenix-v2 single-seq,long,R,1,0.8529411764705882,,
foldbench_designed,neff_tier,100-1000,seq-KNN (decontaminated corpus),long,R,1,0.0,,
foldbench_designed,neff_tier,<10,ESMFold2,all,AUC,1,1.0,,
foldbench_designed,neff_tier,<10,MarinFold #232 m2-p06 (step 363k),all,AUC,13,0.9649211492973482,0.9367316998861387,0.9878261428800645
foldbench_designed,neff_tier,<10,Protenix-v2 + MSA,all,AUC,1,0.967239370995923,,
foldbench_designed,neff_tier,<10,Protenix-v2 single-seq,all,AUC,1,0.9669481654047758,,
foldbench_designed,neff_tier,<10,seq-KNN (decontaminated corpus),all,AUC,13,0.5188592851132483,0.49986744148302975,0.5541546546790186
foldbench_designed,neff_tier,<10,ESMFold2,all,R,13,0.8855002026893248,0.8599257913875805,0.9136873571002576
foldbench_designed,neff_tier,<10,MarinFold #232 m2-p06 (step 363k),all,R,13,0.6185203840941278,0.4952833922561381,0.7359212810094403
foldbench_designed,neff_tier,<10,Protenix-v2 + MSA,all,R,13,0.8605094174223602,0.817831291329982,0.8939829992648757
foldbench_designed,neff_tier,<10,Protenix-v2 single-seq,all,R,13,0.8475170952613044,0.8078127572757621,0.8823157894690477
foldbench_designed,neff_tier,<10,seq-KNN (decontaminated corpus),all,R,13,0.043259304930678685,0.003384506972389123,0.11731958750724165
foldbench_designed,neff_tier,<10,ESMFold2,long,R,13,0.8677960451971731,0.8365304410240915,0.9010389478788035
foldbench_designed,neff_tier,<10,MarinFold #232 m2-p06 (step 363k),long,R,13,0.5738779174473044,0.4258519489837358,0.7153463779657223
foldbench_designed,neff_tier,<10,Protenix-v2 + MSA,long,R,13,0.8450577071256149,0.8036036763806571,0.8818944512470736
foldbench_designed,neff_tier,<10,Protenix-v2 single-seq,long,R,13,0.8332188567012164,0.7911202267413271,0.8735776330491332
foldbench_designed,neff_tier,<10,seq-KNN (decontaminated corpus),long,R,13,0.021493212669683254,0.0,0.062217194570135734
foldbench_designed,neff_tier,all,ESMFold2,all,AUC,1,1.0,,
foldbench_designed,neff_tier,all,MarinFold #232 m2-p06 (step 363k),all,AUC,16,0.9627327412925992,0.9388478186246875,0.9829303978456286
foldbench_designed,neff_tier,all,Protenix-v2 + MSA,all,AUC,1,0.967239370995923,,
foldbench_designed,neff_tier,all,Protenix-v2 single-seq,all,AUC,1,0.9669481654047758,,
foldbench_designed,neff_tier,all,seq-KNN (decontaminated corpus),all,AUC,16,0.521066706233436,0.5003528585520285,0.5541843266313606
foldbench_designed,neff_tier,all,ESMFold2,all,R,16,0.8777270613060077,0.8558974712937746,0.9017988549072912
foldbench_designed,neff_tier,all,MarinFold #232 m2-p06 (step 363k),all,R,16,0.5922514897634343,0.4877958337775127,0.6949070358356989
foldbench_designed,neff_tier,all,Protenix-v2 + MSA,all,R,16,0.8536741161012474,0.8185703002158201,0.883227837150309
foldbench_designed,neff_tier,all,Protenix-v2 single-seq,all,R,16,0.842974931171157,0.8092820191813391,0.8739121194502452
foldbench_designed,neff_tier,all,seq-KNN (decontaminated corpus),all,R,16,0.047704518273254226,0.004840435645945123,0.11714981761847543
foldbench_designed,neff_tier,all,ESMFold2,long,R,16,0.8665054839894886,0.8396427512643044,0.8957073944994366
foldbench_designed,neff_tier,all,MarinFold #232 m2-p06 (step 363k),long,R,16,0.550509690873053,0.42864568091259486,0.6741657397332532
foldbench_designed,neff_tier,all,Protenix-v2 + MSA,long,R,16,0.8390761502600017,0.803473886955239,0.8717054653562262
foldbench_designed,neff_tier,all,Protenix-v2 single-seq,long,R,16,0.8312303314678369,0.7944352708737815,0.8669267285492699
foldbench_designed,neff_tier,all,seq-KNN (decontaminated corpus),long,R,16,0.027011846405228756,0.0,0.06597222222222222
foldbench_natural,neff_tier,10-100,ESMFold2,all,AUC,10,0.8438122738615366,0.7562589274824779,0.9119061656082279
foldbench_natural,neff_tier,10-100,MarinFold #232 m2-p06 (step 363k),all,AUC,35,0.8934487362026493,0.8636710204379638,0.922062018015695
foldbench_natural,neff_tier,10-100,Protenix-v2 + MSA,all,AUC,10,0.931674700722439,0.8965165879662709,0.9604679150952375
foldbench_natural,neff_tier,10-100,Protenix-v2 single-seq,all,AUC,10,0.6375640022588092,0.5658870445540436,0.7192942971444511
foldbench_natural,neff_tier,10-100,seq-KNN (decontaminated corpus),all,AUC,35,0.5845495843497422,0.5503832219125606,0.6216227058232797
foldbench_natural,neff_tier,10-100,ESMFold2,all,R,35,0.6168477578078788,0.5193505523316037,0.7082094373002621
foldbench_natural,neff_tier,10-100,MarinFold #232 m2-p06 (step 363k),all,R,35,0.40474734853609584,0.33483015991998605,0.4759615627109434
foldbench_natural,neff_tier,10-100,Protenix-v2 + MSA,all,R,35,0.8276902270813057,0.7970095628111824,0.8536904496548959
foldbench_natural,neff_tier,10-100,Protenix-v2 single-seq,all,R,35,0.2763817970836546,0.196184246119789,0.36492782631052295
foldbench_natural,neff_tier,10-100,seq-KNN (decontaminated corpus),all,R,35,0.16772713838006653,0.10457593725373619,0.23534400335800787
foldbench_natural,neff_tier,10-100,ESMFold2,long,R,35,0.5922520876385594,0.49244647315796364,0.684725720851787
foldbench_natural,neff_tier,10-100,MarinFold #232 m2-p06 (step 363k),long,R,35,0.3829221165791636,0.3075270819719292,0.459051911146072
foldbench_natural,neff_tier,10-100,Protenix-v2 + MSA,long,R,35,0.806008339028796,0.7708682271636919,0.8353787611770292
foldbench_natural,neff_tier,10-100,Protenix-v2 single-seq,long,R,35,0.24862843460646455,0.16495094885291844,0.3411331861406575
foldbench_natural,neff_tier,10-100,seq-KNN (decontaminated corpus),long,R,35,0.1640196867071582,0.1010949119390747,0.23203672636548253
foldbench_natural,neff_tier,100-1000,ESMFold2,all,AUC,28,0.915664062641183,0.8840177845043251,0.941517174140335
foldbench_natural,neff_tier,100-1000,MarinFold #232 m2-p06 (step 363k),all,AUC,84,0.9144622131289579,0.8943566363195069,0.9332200696659614
foldbench_natural,neff_tier,100-1000,Protenix-v2 + MSA,all,AUC,28,0.9514779475790685,0.9415512447368715,0.9607883968267592
