subset,predictor,feature,n,rho,p,q
eval-test,Protenix-v2 single-seq,n_uniprot_xrefs,217,0.06404957810319584,0.3477182416653056,0.5274377823013063
eval-test,Protenix-v2 single-seq,resolved_fraction,217,0.0650015284988918,0.3405849117922834,0.5210080803621332
eval-test,Protenix-v2 single-seq,kingdom_bacteria,217,0.06537328024893932,0.33782469113701186,0.5197302940569413
eval-test,Protenix-v2 single-seq,n_uniprot_domains,205,0.06799022369697896,0.3327244789214724,0.5133463389074145
eval-test,Protenix-v2 single-seq,kingdom_archaea,217,0.07698096802628326,0.25884418219952043,0.43679955746169075
eval-test,Protenix-v2 single-seq,frac_polar,217,0.09529263479852858,0.1618652294020476,0.3132875407781566
eval-test,Protenix-v2 single-seq,frac_glycine,217,0.10885555499131079,0.10981257088784394,0.23719515311774292
eval-test,Protenix-v2 single-seq,frac_sheet,217,0.11436672891351221,0.0928571459646399,0.21337386732300231
eval-test,Protenix-v2 single-seq,exp199_esm_atlas_best_identity,196,0.12443027035474635,0.08227415502250822,0.19745797205401974
eval-test,Protenix-v2 single-seq,msa_mean_coverage,217,0.14071132226695862,0.03834467188800008,0.10784438968500022
eval-test,Protenix-v2 single-seq,rg_over_length,217,0.2508473959227471,0.00018865317256913912,0.0011576444680378992
eval-test,seq-KNN (decontaminated corpus),is_viral,217,-0.2303273907048688,0.0006275276059835939,0.003258316415684045
eval-test,seq-KNN (decontaminated corpus),kingdom_virus,217,-0.2303273907048688,0.0006275276059835939,0.0032272848307727687
eval-test,seq-KNN (decontaminated corpus),rg_over_length,217,-0.18153835225915857,0.007338149321957259,0.02790563826659803
eval-test,seq-KNN (decontaminated corpus),n_transmembrane,205,-0.14690452652821012,0.03556129645892497,0.10380054101524044
eval-test,seq-KNN (decontaminated corpus),kingdom_archaea,217,-0.127486426873909,0.060819871485583536,0.15491854057648638
eval-test,seq-KNN (decontaminated corpus),is_membrane,205,-0.12701950326962438,0.06954234579754828,0.1730546853948206
eval-test,seq-KNN (decontaminated corpus),frac_low_complexity,217,-0.11174931917138459,0.1006296027089758,0.22454539447457408
eval-test,seq-KNN (decontaminated corpus),frac_charged,217,-0.10778993752793999,0.11335528677243917,0.24194409034433656
eval-test,seq-KNN (decontaminated corpus),frac_polar,217,-0.061141256083574944,0.37009050324862924,0.5475311554911227
eval-test,seq-KNN (decontaminated corpus),relative_contact_order,217,-0.04654534437251773,0.49519760530173657,0.6668496430497202
eval-test,seq-KNN (decontaminated corpus),is_secreted,205,-0.03776057146670468,0.5908981552506108,0.7579216243119474
eval-test,seq-KNN (decontaminated corpus),frac_sheet,217,-0.03678897900379671,0.5898951656130216,0.7584366415024563
eval-test,seq-KNN (decontaminated corpus),frac_helix,217,-0.03599046952563617,0.5979981327892079,0.7634018716457973
eval-test,seq-KNN (decontaminated corpus),msa_mean_coverage,217,-0.0025378974387255775,0.9703497012640313,0.9924031035654866
eval-test,seq-KNN (decontaminated corpus),has_signal_peptide,205,0.01081861334310901,0.8776441856905144,0.9478557205457555
eval-test,seq-KNN (decontaminated corpus),exp199_esm_atlas_best_identity,196,0.013962878816270981,0.845988423389201,0.9210357835285656
eval-test,seq-KNN (decontaminated corpus),n_uniprot_xrefs,217,0.02505774861368695,0.7135821796990788,0.8543999490853714
eval-test,seq-KNN (decontaminated corpus),exp199_afdb_best_identity,192,0.040082080097478844,0.5809560495780816,0.7523171865039905
eval-test,seq-KNN (decontaminated corpus),kingdom_eukaryote,217,0.044390951149632235,0.5153929035674761,0.6838136804089363
eval-test,seq-KNN (decontaminated corpus),frac_hydrophobic,217,0.059476951865997614,0.3832836784562003,0.5578792085346311
eval-test,seq-KNN (decontaminated corpus),contacts_per_residue,217,0.062015444707367834,0.36327431640823515,0.5419009139791353
eval-test,seq-KNN (decontaminated corpus),frac_proline,217,0.0730142689105232,0.28426607890911393,0.45959186410455544
eval-test,seq-KNN (decontaminated corpus),mean_hydropathy,217,0.07422146239241913,0.2763578095179194,0.4549793205477941
eval-test,seq-KNN (decontaminated corpus),exp199_best_identity,209,0.07889845425019809,0.2561440711562596,0.43359811418301
eval-test,seq-KNN (decontaminated corpus),train_best_evalue_log,209,0.08266996786002978,0.23404001497144547,0.4050692566813479
eval-test,seq-KNN (decontaminated corpus),radius_of_gyration,217,0.08493030912773573,0.2127172841213941,0.3816190479254246
eval-test,seq-KNN (decontaminated corpus),kingdom_bacteria,217,0.08617184735508039,0.2060821089602727,0.37218842420918813
eval-test,seq-KNN (decontaminated corpus),frac_long_contacts,217,0.08805015198313285,0.19632969172248857,0.360605556224979
eval-test,seq-KNN (decontaminated corpus),n_sse,217,0.09007821082614818,0.18618148377405644,0.35276491662452797
eval-test,seq-KNN (decontaminated corpus),is_nuclear,205,0.10065981946889742,0.15098340928923892,0.2975585438547045
eval-test,seq-KNN (decontaminated corpus),mean_contact_order,217,0.10497981633454882,0.1231268896189031,0.25377297860384607
eval-test,seq-KNN (decontaminated corpus),median_contact_separation,217,0.10942850961471558,0.10794399238059627,0.23599091451628335
eval-test,seq-KNN (decontaminated corpus),is_cytoplasmic,205,0.11245930715447103,0.1084006651070219,0.23603370628141868
eval-test,seq-KNN (decontaminated corpus),length,217,0.11510790099551024,0.09074542010878836,0.20941250794335778
eval-test,seq-KNN (decontaminated corpus),long_contacts_per_residue,217,0.11584642948908565,0.08867955428372602,0.20820417092700894
eval-test,seq-KNN (decontaminated corpus),resolved_fraction,217,0.11628560080654235,0.08746902755273638,0.20625884226409452
eval-test,seq-KNN (decontaminated corpus),n_uniprot_domains,205,0.11709218526547746,0.0945223386857935,0.21627992750139194
eval-test,seq-KNN (decontaminated corpus),n_long_contacts,217,0.12869688277150668,0.058390808581945924,0.15086620399163062
eval-test,seq-KNN (decontaminated corpus),has_ec,217,0.12888580962132343,0.0580190024300521,0.1506262563087891
eval-test,seq-KNN (decontaminated corpus),frac_coil,217,0.12930645460965773,0.05719819153702825,0.14921267357485632
eval-test,seq-KNN (decontaminated corpus),n_contacts,217,0.1296684886852317,0.056499450325687005,0.14882782037010234
eval-test,seq-KNN (decontaminated corpus),msa_n_near_identical,217,0.132234419704754,0.05174674859581595,0.13971622120870306
eval-test,seq-KNN (decontaminated corpus),n_go,217,0.1543844526252438,0.022921238635046783,0.07323946072736842
eval-test,seq-KNN (decontaminated corpus),knn_best_identity,217,0.1788327018963611,0.008278994018626197,0.03083211565557343
eval-test,seq-KNN (decontaminated corpus),n_pfam,217,0.18636371202269975,0.0058940469489495596,0.023232009871771986
eval-test,seq-KNN (decontaminated corpus),frac_glycine,217,0.19531849365856102,0.0038711456283584285,0.016590624121536123
eval-test,seq-KNN (decontaminated corpus),n_interpro,217,0.19698518580564497,0.0035726979442857825,0.015813581064871497
eval-test,seq-KNN (decontaminated corpus),residual_identity_anycov,217,0.19865196917880995,0.00329517671275139,0.014705747313105377
eval-test,seq-KNN (decontaminated corpus),knn_best_qcov,217,0.272834765411295,4.632292337712937e-05,0.000338032143562836
eval-test,seq-KNN (decontaminated corpus),knn_best_bits,217,0.28461777642487024,2.0733741573950243e-05,0.00016710776790944973
eval-test,seq-KNN (decontaminated corpus),residual_identity_cov30,217,0.30929946323513335,3.411659703160168e-06,2.834301907240755e-05
eval-test,seq-KNN (decontaminated corpus),residual_identity_cov40,217,0.32023261032661426,1.453355363168094e-06,1.286576878870116e-05
eval-test,seq-KNN (decontaminated corpus),n_surviving_alignments,217,0.3912379553702151,2.3773418005002174e-09,2.917646755159358e-08
eval-test,seq-KNN (decontaminated corpus),train_esm_n_hits,217,0.529299099827071,4.566064818961886e-17,1.2328375011197094e-15
eval-test,seq-KNN (decontaminated corpus),train_n_hits_significant,217,0.5684083750292167,5.736742075778605e-20,2.382954400708036e-18
eval-test,seq-KNN (decontaminated corpus),train_log_n_hits,217,0.5684083750292167,5.736742075778605e-20,2.2127433720860337e-18
eval-test,seq-KNN (decontaminated corpus),knn_n_hits,217,0.5732351384832345,2.3630956117135655e-20,1.0633930252711044e-18
eval-test,seq-KNN (decontaminated corpus),msa_depth,217,0.5975593393953518,2.149705693667864e-22,1.451051343225808e-20
eval-test,seq-KNN (decontaminated corpus),msa_log_depth,217,0.5975593393953518,2.149705693667864e-22,1.2898234162007182e-20
eval-test,seq-KNN (decontaminated corpus),train_afdb_n_hits,217,0.614518498384961,6.3598704433438014e-24,6.868660078811305e-22
eval-test,seq-KNN (unfiltered corpus),is_viral,217,-0.33262046991382865,5.302388279961088e-07,5.023315212594715e-06
eval-test,seq-KNN (unfiltered corpus),kingdom_virus,217,-0.33262046991382865,5.302388279961088e-07,4.936706329618944e-06
eval-test,seq-KNN (unfiltered corpus),exp199_esm_atlas_best_identity,196,-0.1464426494057904,0.04054644568136935,0.11286124055638891
eval-test,seq-KNN (unfiltered corpus),frac_low_complexity,217,-0.13559351492536456,0.046031510747361434,0.12682150920191415
eval-test,seq-KNN (unfiltered corpus),kingdom_archaea,217,-0.10836158572754592,0.11144384791181713,0.23880824552532245
eval-test,seq-KNN (unfiltered corpus),frac_helix,217,-0.08928362732680535,0.19011063958455304,0.35769946123922874
eval-test,seq-KNN (unfiltered corpus),relative_contact_order,217,-0.07208748724325499,0.29043961252711015,0.4667779487042842
eval-test,seq-KNN (unfiltered corpus),frac_charged,217,-0.07195530732833029,0.29132734193069443,0.4668153253488872
eval-test,seq-KNN (unfiltered corpus),n_uniprot_domains,205,-0.06182675729128024,0.3785049081412125,0.5539096216700671
eval-test,seq-KNN (unfiltered corpus),is_secreted,205,-0.04241649965689045,0.5459299685871389,0.715539279216153
eval-test,seq-KNN (unfiltered corpus),frac_polar,217,-0.022022849036416717,0.7470116588496438,0.8600987116818927
eval-test,seq-KNN (unfiltered corpus),rg_over_length,217,-0.020918794560716804,0.7592949142039125,0.8668483164272996
eval-test,seq-KNN (unfiltered corpus),mean_contact_order,217,-0.02007440925325545,0.7687302479691733,0.8702606580783094
eval-test,seq-KNN (unfiltered corpus),mean_hydropathy,217,-0.01335690722449474,0.8448983415873156,0.9217072817316171
eval-test,seq-KNN (unfiltered corpus),frac_long_contacts,217,-0.0071438071395233905,0.916670693964848,0.9744137298051534
eval-test,seq-KNN (unfiltered corpus),kingdom_bacteria,217,-0.007081473781942654,0.9173951880687063,0.9732679794834999
eval-test,seq-KNN (unfiltered corpus),contacts_per_residue,217,-0.0018907715375506347,0.9779078368991112,0.9982424043960682
eval-test,seq-KNN (unfiltered corpus),has_signal_peptide,205,-0.001378814547330732,0.9843457799118218,0.997273398034491
eval-test,seq-KNN (unfiltered corpus),n_transmembrane,205,0.005183763530479587,0.9411958998863098,0.9792789709799755
eval-test,seq-KNN (unfiltered corpus),frac_hydrophobic,217,0.0107392300156098,0.8750166442391523,0.9469117993770386
eval-test,seq-KNN (unfiltered corpus),long_contacts_per_residue,217,0.01739094692493524,0.7989360714785324,0.8913749557818337
eval-test,seq-KNN (unfiltered corpus),n_sse,217,0.023530661296378465,0.73033946660697,0.8554952537261687
eval-test,seq-KNN (unfiltered corpus),is_membrane,205,0.024244379117800273,0.7300531556358146,0.8570189218333476
eval-test,seq-KNN (unfiltered corpus),length,217,0.0242706973322502,0.7222022393098805,0.8533680727075174
eval-test,seq-KNN (unfiltered corpus),n_long_contacts,217,0.02908922541952606,0.6700158188463696,0.8185713623914923
eval-test,seq-KNN (unfiltered corpus),radius_of_gyration,217,0.03226573592468288,0.6364401671841948,0.7918840789849428
eval-test,seq-KNN (unfiltered corpus),n_contacts,217,0.03498995597825261,0.6082211787774467,0.7727986742113442
eval-test,seq-KNN (unfiltered corpus),median_contact_separation,217,0.041288900685789554,0.545199840714483,0.7163209586029703
eval-test,seq-KNN (unfiltered corpus),frac_sheet,217,0.05746421628914967,0.39961561829868814,0.5663843408957785
eval-test,seq-KNN (unfiltered corpus),n_interpro,217,0.059388669098370046,0.38399140533036213,0.5574068787053644
eval-test,seq-KNN (unfiltered corpus),resolved_fraction,217,0.08320331667774701,0.22219959053408678,0.38830996404015167
eval-test,seq-KNN (unfiltered corpus),msa_mean_coverage,217,0.08339508659359109,0.22113205503959218,0.3889619209165465
eval-test,seq-KNN (unfiltered corpus),frac_coil,217,0.08735527838635548,0.19989768202173447,0.3646782036882994
eval-test,seq-KNN (unfiltered corpus),n_uniprot_xrefs,217,0.09133643256156973,0.1800821014420366,0.3436195575219073
eval-test,seq-KNN (unfiltered corpus),frac_glycine,217,0.10991411074693572,0.10637994914161875,0.23447009198560867
eval-test,seq-KNN (unfiltered corpus),frac_proline,217,0.12784747839243324,0.060086788250676676,0.1545088840731686
eval-test,seq-KNN (unfiltered corpus),n_surviving_alignments,217,0.17845774337338535,0.008417500440495706,0.031133220807312883
eval-test,seq-KNN (unfiltered corpus),train_best_evalue_log,209,0.187926983931216,0.006432963009757531,0.025172463951225122
eval-test,seq-KNN (unfiltered corpus),has_ec,217,0.18981186197201202,0.005023794029580294,0.0203973592178448
eval-test,seq-KNN (unfiltered corpus),n_go,217,0.1941506930504317,0.0040934659937404885,0.01740528847732176
eval-test,seq-KNN (unfiltered corpus),is_nuclear,205,0.19941629976572284,0.004149116006119355,0.017504083150816026
eval-test,seq-KNN (unfiltered corpus),residual_identity_anycov,217,0.2021655435162709,0.0027730311910303083,0.012690142738613276
eval-test,seq-KNN (unfiltered corpus),is_cytoplasmic,205,0.2054710545533883,0.0031215355940909916,0.014046910173409461
eval-test,seq-KNN (unfiltered corpus),kingdom_eukaryote,217,0.20970806711610643,0.0018966199103975284,0.008905867405344915
eval-test,seq-KNN (unfiltered corpus),n_pfam,217,0.21258042387003398,0.0016355292284481826,0.007747243713701917
eval-test,seq-KNN (unfiltered corpus),train_esm_n_hits,217,0.24914620446011151,0.0002092396866276556,0.0012695441660554383
eval-test,seq-KNN (unfiltered corpus),residual_identity_cov30,217,0.27331512402982144,4.4861319686679536e-05,0.00034119876944798517
eval-test,seq-KNN (unfiltered corpus),msa_n_near_identical,217,0.2810429541262981,2.6562709187490215e-05,0.00020491232801778166
eval-test,seq-KNN (unfiltered corpus),residual_identity_cov40,217,0.28119657302943013,2.6283243208319663e-05,0.0002056949468477191
eval-test,seq-KNN (unfiltered corpus),train_n_hits_significant,217,0.3146068313466621,2.264127272162179e-06,1.97198181768964e-05
eval-test,seq-KNN (unfiltered corpus),train_log_n_hits,217,0.3146068313466621,2.264127272162179e-06,1.9406805189961537e-05
eval-test,seq-KNN (unfiltered corpus),knn_n_hits,217,0.34224093848518977,2.348978382924401e-07,2.3062696850530483e-06
eval-test,seq-KNN (unfiltered corpus),exp199_best_identity,209,0.36342278730182676,6.35536088882146e-08,6.729205646987428e-07
eval-test,seq-KNN (unfiltered corpus),msa_depth,217,0.37451549050482347,1.2433779862740933e-08,1.398800234558355e-07
eval-test,seq-KNN (unfiltered corpus),msa_log_depth,217,0.37451549050482347,1.2433779862740933e-08,1.3702532909959395e-07
eval-test,seq-KNN (unfiltered corpus),train_afdb_n_hits,217,0.4442569711014508,6.539245979168514e-12,1.412477131500399e-10
eval-test,seq-KNN (unfiltered corpus),knn_best_qcov,217,0.5683114513137364,5.838960438592951e-20,2.1020257578934622e-18
eval-test,seq-KNN (unfiltered corpus),knn_best_bits,217,0.6122732340988524,1.0260541875300292e-23,9.234487687770262e-22
eval-test,seq-KNN (unfiltered corpus),knn_best_identity,217,0.7185627797365053,9.24041387877832e-36,4.989823494540293e-33
eval-test,seq-KNN (unfiltered corpus),exp199_afdb_best_identity,192,0.7397977955722728,1.5593850356591291e-34,4.2103395962796486e-32
eval-val,#199 cooldown (contaminated),is_nuclear,92,-0.2732435566717248,0.008404334299903221,0.03981000457848895
eval-val,#199 cooldown (contaminated),is_cytoplasmic,92,-0.24852067260621127,0.016906256425657254,0.07245538468138822
eval-val,#199 cooldown (contaminated),msa_n_near_identical,97,-0.24013082164379895,0.017829946547283503,0.07522008699635227
eval-val,#199 cooldown (contaminated),rg_over_length,97,-0.21748392443396755,0.032364085290532876,0.1172926580999178
eval-val,#199 cooldown (contaminated),train_best_evalue_log,91,-0.21270411360975766,0.04294492802656367,0.15058611126197652
eval-val,#199 cooldown (contaminated),mean_contact_order,97,-0.19499783030602244,0.05561685500677589,0.17876846252177966
eval-val,#199 cooldown (contaminated),frac_helix,97,-0.19238214142394597,0.05904514973857419,0.18537430731877944
eval-val,#199 cooldown (contaminated),radius_of_gyration,97,-0.18764711298583447,0.06568940779578905,0.1981691631828273
eval-val,#199 cooldown (contaminated),is_viral,97,-0.1780644749813346,0.08098991562381525,0.23387462265700656
eval-val,#199 cooldown (contaminated),kingdom_virus,97,-0.1780644749813346,0.08098991562381525,0.23263060870670335
eval-val,#199 cooldown (contaminated),n_uniprot_xrefs,97,-0.13821235152614306,0.1769914329326273,0.3762809991481053
eval-val,#199 cooldown (contaminated),frac_low_complexity,97,-0.13455324187472448,0.188846037216302,0.38051067200299654
eval-val,#199 cooldown (contaminated),frac_charged,97,-0.12999454274366898,0.20440785654217927,0.4043232327207942
eval-val,#199 cooldown (contaminated),length,97,-0.12624311668220237,0.217886081559727,0.41871346634253587
eval-val,#199 cooldown (contaminated),has_signal_peptide,92,-0.11921423127556835,0.25768890176417675,0.4592475476985329
eval-val,#199 cooldown (contaminated),n_long_contacts,97,-0.11921402835126108,0.2448075278413208,0.451181109332127
eval-val,#199 cooldown (contaminated),n_contacts,97,-0.11790928487191529,0.25004711187044376,0.4577133573221683
eval-val,#199 cooldown (contaminated),frac_long_contacts,97,-0.10908385604582972,0.2875092288917711,0.49287296381446477
eval-val,#199 cooldown (contaminated),long_contacts_per_residue,97,-0.10762423239191048,0.2940465462837116,0.4993243238780008
eval-val,#199 cooldown (contaminated),frac_polar,97,-0.07507224174968223,0.4648872647885517,0.658895335920782
eval-val,#199 cooldown (contaminated),is_secreted,92,-0.070490002055908,0.5043229880584521,0.6965074515385272
eval-val,#199 cooldown (contaminated),n_sse,97,-0.06153990258965489,0.5493006019473996,0.7199570996397956
eval-val,#199 cooldown (contaminated),msa_mean_coverage,97,-0.045925546047864536,0.6551015438758215,0.7967451209300532
eval-val,#199 cooldown (contaminated),contacts_per_residue,97,-0.03543203545482348,0.7304331245726485,0.8612093608498476
eval-val,#199 cooldown (contaminated),exp199_afdb_best_identity,84,-0.023023767940153785,0.8353210931952975,0.914956166988764
eval-val,#199 cooldown (contaminated),exp199_best_identity,91,-0.021453400177057293,0.8400367137882625,0.9182587559628781
eval-val,#199 cooldown (contaminated),frac_hydrophobic,97,-0.01549047132267046,0.8802954517227203,0.9320775371181744
eval-val,#199 cooldown (contaminated),knn_best_bits,97,0.010392590752460351,0.9195258784087315,0.9530594517096257
eval-val,#199 cooldown (contaminated),kingdom_eukaryote,97,0.013988567012995159,0.8918275863483957,0.9424401108182655
eval-val,#199 cooldown (contaminated),relative_contact_order,97,0.017344536932607967,0.8660939405504112,0.9224669189294321
eval-val,#199 cooldown (contaminated),n_go,97,0.023477497753733048,0.8194437718859253,0.9049072327574635
eval-val,#199 cooldown (contaminated),n_pfam,97,0.028511746614540364,0.7816079602119026,0.8848392002398897
eval-val,#199 cooldown (contaminated),has_ec,97,0.047918389099683295,0.6411502123327818,0.7815375048751741
eval-val,#199 cooldown (contaminated),kingdom_bacteria,97,0.06372764244570878,0.535166438083245,0.7153214766459216
eval-val,#199 cooldown (contaminated),median_contact_separation,97,0.08490518900372106,0.4083089244482728,0.6124633866724092
eval-val,#199 cooldown (contaminated),mean_hydropathy,97,0.08837297987535395,0.3893616957841058,0.5922684949955411
eval-val,#199 cooldown (contaminated),frac_coil,97,0.11387731889161816,0.26672358994497536,0.4691555002289469
eval-val,#199 cooldown (contaminated),knn_best_qcov,97,0.1255513175491813,0.2204387091491756,0.4206250987298757
eval-val,#199 cooldown (contaminated),frac_sheet,97,0.12801664827118306,0.21143774763597326,0.41218911091489374
eval-val,#199 cooldown (contaminated),is_membrane,92,0.13660257444305773,0.19414054347212456,0.3897245110592835
eval-val,#199 cooldown (contaminated),knn_best_identity,97,0.13769204774182203,0.17864297994924017,0.3768250358304285
eval-val,#199 cooldown (contaminated),n_transmembrane,92,0.14738502370191842,0.16091276865331605,0.35322315070240107
eval-val,#199 cooldown (contaminated),exp199_esm_atlas_best_identity,87,0.15166634776152355,0.16082115155573892,0.3544629462861184
eval-val,#199 cooldown (contaminated),resolved_fraction,97,0.16228798605738567,0.112245990846096,0.2832375469948217
eval-val,#199 cooldown (contaminated),kingdom_archaea,97,0.1640304879377466,0.10839162346811608,0.27740036337811697
eval-val,#199 cooldown (contaminated),frac_proline,97,0.23218160301829976,0.02211147185074651,0.08844588740298603
eval-val,#199 cooldown (contaminated),frac_glycine,97,0.23561319591823163,0.020165831673414514,0.08249658411851392
eval-val,#199 cooldown (contaminated),n_uniprot_domains,92,0.32300439591286306,0.001687052782652157,0.010122316695912941
eval-val,#199 cooldown (contaminated),n_interpro,97,0.33423834823402043,0.0008199638238661413,0.005466425492440942
eval-val,#199 cooldown (contaminated),residual_identity_anycov,97,0.40858564276751197,3.2558780606416856e-05,0.00025855502246272205
eval-val,#199 cooldown (contaminated),residual_identity_cov40,97,0.4301800703380343,1.0939193769349751e-05,9.845274392414776e-05
eval-val,#199 cooldown (contaminated),residual_identity_cov30,97,0.4872713782156689,4.15902213718121e-07,5.3473141763758414e-06
eval-val,#199 cooldown (contaminated),train_esm_n_hits,97,0.5630188787844745,1.9387327390685845e-09,3.7389845682036984e-08
eval-val,#199 cooldown (contaminated),n_surviving_alignments,97,0.5718193085452674,9.490884950059918e-10,1.8981769900119834e-08
eval-val,#199 cooldown (contaminated),train_n_hits_significant,97,0.5867240134456929,2.695083024334361e-10,6.615203787002523e-09
eval-val,#199 cooldown (contaminated),train_log_n_hits,97,0.5867240134456929,2.695083024334361e-10,6.327586231045892e-09
eval-val,#199 cooldown (contaminated),train_afdb_n_hits,97,0.5904643038382517,1.9452870098768123e-10,5.002166596826089e-09
eval-val,#199 cooldown (contaminated),knn_n_hits,97,0.6854740595049333,9.528176496713205e-15,1.2863038270562826e-12
eval-val,#199 cooldown (contaminated),msa_depth,97,0.7434284061815449,2.7621442953087805e-18,1.4915579194667414e-15
eval-val,#199 cooldown (contaminated),msa_log_depth,97,0.7434284061815449,2.7621442953087805e-18,7.457789597333707e-16
eval-val,#232 m1-p02 (decontaminated),msa_n_near_identical,97,-0.2811665584135572,0.005274312737162548,0.02848128878067776
eval-val,#232 m1-p02 (decontaminated),rg_over_length,97,-0.2603372891998806,0.010013682582695521,0.045825327073352386
eval-val,#232 m1-p02 (decontaminated),is_cytoplasmic,92,-0.25608785663547295,0.01374113348593563,0.0598404200193971
eval-val,#232 m1-p02 (decontaminated),is_nuclear,92,-0.2539447383285057,0.014580535756591443,0.06298791446847503
eval-val,#232 m1-p02 (decontaminated),frac_helix,97,-0.23963555197170064,0.018074089582641013,0.07565897964826471
eval-val,#232 m1-p02 (decontaminated),has_signal_peptide,92,-0.19364278814554237,0.0643843688406776,0.19532336614587584
eval-val,#232 m1-p02 (decontaminated),is_secreted,92,-0.18230032457814357,0.08198867980410411,0.2330204583906117
eval-val,#232 m1-p02 (decontaminated),n_uniprot_xrefs,97,-0.17318060301816968,0.0898171244987822,0.2437248604489567
eval-val,#232 m1-p02 (decontaminated),msa_mean_coverage,97,-0.16023537920725048,0.1169217933992251,0.293664039235263
eval-val,#232 m1-p02 (decontaminated),radius_of_gyration,97,-0.1453433709226326,0.15547262588417698,0.3483619003213924
eval-val,#232 m1-p02 (decontaminated),mean_contact_order,97,-0.12903119760954784,0.2078106165535888,0.40658598890919545
eval-val,#232 m1-p02 (decontaminated),n_pfam,97,-0.12534342076270696,0.22120992307983417,0.42061041712362834
eval-val,#232 m1-p02 (decontaminated),frac_low_complexity,97,-0.11116831318323873,0.2783419742068488,0.48329474621124874
eval-val,#232 m1-p02 (decontaminated),frac_polar,97,-0.10354746555651323,0.3128212589794269,0.5181701835855538
eval-val,#232 m1-p02 (decontaminated),long_contacts_per_residue,97,-0.09936552812601765,0.33286991236699537,0.5349695020183853
eval-val,#232 m1-p02 (decontaminated),is_viral,97,-0.08941376220725022,0.38377949481345364,0.5870847796013172
eval-val,#232 m1-p02 (decontaminated),kingdom_virus,97,-0.08941376220725022,0.38377949481345364,0.5854263480205225
eval-val,#232 m1-p02 (decontaminated),kingdom_eukaryote,97,-0.08237657523275718,0.42245914284720676,0.6233003746926001
eval-val,#232 m1-p02 (decontaminated),frac_long_contacts,97,-0.07810907656567788,0.4469705063450093,0.6453584850970723
eval-val,#232 m1-p02 (decontaminated),n_long_contacts,97,-0.06091667598245982,0.553359931759572,0.7217738240342244
eval-val,#232 m1-p02 (decontaminated),train_best_evalue_log,91,-0.058419503997311016,0.5822831523254516,0.7398421229546914
eval-val,#232 m1-p02 (decontaminated),length,97,-0.057134497385942735,0.5783003080463043,0.7365145432665197
eval-val,#232 m1-p02 (decontaminated),exp199_afdb_best_identity,84,-0.05233449936028424,0.6363624662946109,0.7774564067852713
eval-val,#232 m1-p02 (decontaminated),contacts_per_residue,97,-0.05125743778670242,0.6180536126925579,0.7707827964295179
eval-val,#232 m1-p02 (decontaminated),frac_charged,97,-0.050877100706605415,0.6206663373362218,0.7704823497966891
eval-val,#232 m1-p02 (decontaminated),n_contacts,97,-0.04912799776690757,0.6327421198324004,0.774786269182531
eval-val,#232 m1-p02 (decontaminated),relative_contact_order,97,-0.02000723232233651,0.8457739254750244,0.9189495367334269
eval-val,#232 m1-p02 (decontaminated),n_sse,97,0.0038771003699600995,0.9699347465111291,0.986374318485894
eval-val,#232 m1-p02 (decontaminated),n_go,97,0.004302060929242351,0.9666411562177442,0.9867414449103626
eval-val,#232 m1-p02 (decontaminated),exp199_best_identity,91,0.01394380273763684,0.8956305667313813,0.9427690176119804
eval-val,#232 m1-p02 (decontaminated),resolved_fraction,97,0.015605777736761403,0.879411090055702,0.9329705081141042
eval-val,#232 m1-p02 (decontaminated),frac_hydrophobic,97,0.03294004714192211,0.7487385830912257,0.8713767992872024
eval-val,#232 m1-p02 (decontaminated),knn_best_bits,97,0.036145331069123876,0.7252206343149474,0.8569346663677716
eval-val,#232 m1-p02 (decontaminated),knn_best_qcov,97,0.07531911297478318,0.46341625114297036,0.6602764528158417
eval-val,#232 m1-p02 (decontaminated),kingdom_bacteria,97,0.10807540817758549,0.29201544420292985,0.49743955794820854
eval-val,#232 m1-p02 (decontaminated),has_ec,97,0.11737730063236008,0.25220541456690954,0.45855529921256283
eval-val,#232 m1-p02 (decontaminated),median_contact_separation,97,0.12598772921519458,0.2188259742281575,0.4190284612879612
eval-val,#232 m1-p02 (decontaminated),knn_best_identity,97,0.1271341639595181,0.2146291692145905,0.41541129525404613
eval-val,#232 m1-p02 (decontaminated),mean_hydropathy,97,0.1345737861234255,0.18877790917343729,0.3817980185530192
eval-val,#232 m1-p02 (decontaminated),frac_coil,97,0.13677680652562987,0.18157546700037314,0.37567338000077205
eval-val,#232 m1-p02 (decontaminated),exp199_esm_atlas_best_identity,87,0.14407439985821713,0.18307142726045636,0.3773227890101009
eval-val,#232 m1-p02 (decontaminated),is_membrane,92,0.16035830812828775,0.12676774399313082,0.30835397187518304
eval-val,#232 m1-p02 (decontaminated),frac_glycine,97,0.16543770772673363,0.10535477634288283,0.27091228202455586
eval-val,#232 m1-p02 (decontaminated),kingdom_archaea,97,0.1731421544228323,0.08988952478254346,0.2414942456844451
eval-val,#232 m1-p02 (decontaminated),n_transmembrane,92,0.1911953712318892,0.06789709495969498,0.20369128487908494
eval-val,#232 m1-p02 (decontaminated),frac_sheet,97,0.19492807669587947,0.055706112570271304,0.17799586265057102
eval-val,#232 m1-p02 (decontaminated),frac_proline,97,0.2573985311926136,0.010919692351633111,0.048333064507228525
eval-val,#232 m1-p02 (decontaminated),n_interpro,97,0.2988941706466824,0.0029403815353327934,0.016891553500847964
