group,layer,head,mass_self,mass_prev1,mass_prev2,mass_prev3,mass_bos,mass_local_window
seq_pos,7,3,0.020342516905303722,0.0023296869092274226,0.007125310110670018,0.0017310200898254557,0.05748667734325521,0.009454997019897441
seq_pos,7,4,0.0021006922859801136,0.0008749019476542662,0.0011881246437506889,0.0006159260254704971,0.08850581315987324,0.0020630265914049553
seq_pos,7,5,0.06391305558379592,0.008040007036685861,0.006527693488869204,0.007801194300834091,0.04497407091029405,0.014567700525555064
seq_pos,7,6,0.003286342833642218,0.010202597718954954,0.006943163994835874,0.00888450721221678,0.05592637596480586,0.017145761713790827
seq_pos,7,7,0.1312738534546427,0.006969894040050073,0.006537813919783671,0.006725725574425678,0.04012322595167796,0.013507707959833744
seq_pos,7,8,0.0010016700815910816,0.0010884257932686422,0.0008125445643682197,0.0010693871864470496,0.10876789754626037,0.001900970357636862
seq_pos,7,9,0.0011255455421302876,0.0009191923402282078,0.0010318534534889802,0.0009613153030239232,0.08182752555729549,0.001951045793717188
seq_pos,7,10,0.001440100802894938,0.0017346891594081783,0.0009184175288885775,0.0018013526749904123,0.06907593941700928,0.0026531066882967557
seq_pos,7,11,0.001248927373634598,0.0017785777588062428,0.0008209928000342923,0.0017152321740285417,0.10134056513548599,0.0025995705588405353
seq_pos,7,12,0.3438663608214687,0.0008184936774545167,0.0008464321796100722,0.0005356647350408993,0.0382837543821244,0.0016649258570645888
seq_pos,7,13,0.005909287514480916,0.01036630749764402,0.005786024303756759,0.009672316442674973,0.015015633746777708,0.016152331801400778
seq_pos,7,14,0.0006218454517422816,0.002311627842742732,0.0003873585819650849,0.004399526130589377,0.017573544001550374,0.002698986424707817
seq_pos,7,15,1.7778663969023268e-05,1.609565771386355e-05,1.4857424947562394e-05,7.897848727188975e-06,0.07249631209367692,3.095308266142594e-05
seq_pos,7,16,0.005148906053589015,0.0017210161502163475,0.001808425153786484,0.0017104996460243587,0.035331253986434635,0.0035294413040028315
seq_pos,7,17,0.014429615416560659,0.004842332366349977,0.004930417954395161,0.0047623052065116,0.06106085143757511,0.009772750320745139
seq_pos,7,18,0.006088908109346089,0.00448085859910921,0.0021147424574227054,0.0038906171357798946,0.05153785056678009,0.006595601056531916
seq_pos,7,19,0.009045644513081786,0.005232863661199266,0.0040804624877561636,0.005259646914890315,0.05705843726745743,0.00931332614895543
seq_pos,7,20,0.001118376085761513,0.00010906427013937034,8.326424335779856e-05,9.135568455421757e-05,0.0023227631426262275,0.0001923285134971689
seq_pos,7,21,0.0016390658552386866,0.0002527960275893358,0.00012874752560573333,0.0001667763827481221,0.0008584386489223241,0.0003815435531950691
seq_pos,7,22,8.05657607543647e-07,8.87318449450409e-07,9.258939256720524e-07,1.0060262417636273e-06,0.0004197898497180676,1.8132123751224614e-06
seq_pos,7,23,0.00026732233152756263,0.00044664147535973645,0.0003139024747836617,0.00045384119737299026,0.007439295949874791,0.0007605439501433981
seq_pos,7,24,0.0008956892959542525,0.0008827655650539785,0.0007074758624691866,0.0009051335063402727,0.11829384084014655,0.0015902414275231651
seq_pos,7,25,0.0008009197046825714,0.005399676918384625,0.000625184038452315,0.00300728111411223,0.12854129851390972,0.00602486095683694
seq_pos,7,26,0.14157501225989386,0.002802792561646869,0.00423848849946945,0.0027120314395223276,0.06763992213756853,0.0070412810611163185
seq_pos,7,27,0.001072650116466782,0.0005257310290596172,0.00016126264126740025,0.0003146867726108509,0.018714692013197212,0.0006869936703270175
seq_pos,7,28,0.0019632341305015613,0.004593271363985388,0.0012982415018266684,0.004732096198318365,0.18181735854328102,0.005891512865812056
seq_pos,7,29,0.0019279300557375574,0.0007070608871990404,0.0002600251663609805,0.0007582771558448139,0.07703547541322482,0.0009670860535600208
seq_pos,7,30,0.00368790884747283,0.005860465322068633,0.0024102892195581667,0.005832616365618749,0.09732437183347749,0.008270754541626799
seq_pos,7,31,0.0013368220510380367,0.0038953277147066112,0.0008754197546169124,0.0037091199444791133,0.17886754162654747,0.004770747469323523
seq_pos,8,0,0.01198493502033907,0.03214958646197098,0.015134163483494638,0.029213775408117235,0.018905769492195114,0.04728374994546562
seq_pos,8,1,0.0015778110533431315,0.01924586116431306,0.011604912872023709,0.01856848707484885,0.04250561020185562,0.030850774036336768
seq_pos,8,2,0.0060065490791047236,0.021803391324612703,0.007906496184094823,0.020063452346474008,0.022296466014630124,0.029709887508707525
seq_pos,8,3,0.005724967610127753,0.023223899626223895,0.006232546382691281,0.021498565014697598,0.03284049814667959,0.029456446008915175
seq_pos,8,4,2.536720996095029e-05,0.0008100421604613756,2.884901417559666e-05,0.0007407109859847494,0.02971740754373809,0.0008388911746369722
