dataset,stem,arm,range,L,n_rollouts,n_true,n_candidates,n_voted,n_unvoted,n_unvoted_negative,n_union_true,union_recall
foldbench_monomer,8d2z_A,seeded-long,all,327,100,312,45150,2628,42522,42512,302,0.967948717948718
foldbench_monomer,8d2z_A,seeded-long,long,327,100,211,39903,1914,37989,37979,201,0.95260663507109
foldbench_monomer,8daj_A,seeded-long,all,302,100,299,43956,2422,41534,41518,283,0.9464882943143813
foldbench_monomer,8daj_A,seeded-long,long,302,100,215,38781,1613,37168,37155,202,0.9395348837209302
foldbench_monomer,8dez_A,seeded-long,all,173,100,182,14028,4383,9645,9625,162,0.8901098901098901
foldbench_monomer,8dez_A,seeded-long,long,173,100,141,11175,3262,7913,7894,122,0.8652482269503546
foldbench_monomer,8dge_A,seeded-long,all,738,100,914,246078,12983,233095,233056,875,0.9573304157549234
foldbench_monomer,8dge_A,seeded-long,long,738,100,646,233720,10177,223543,223508,611,0.9458204334365325
foldbench_monomer,8dhj_A,seeded-long,all,249,100,267,26580,1124,25456,25456,267,1.0
foldbench_monomer,8dhj_A,seeded-long,long,249,100,200,22776,876,21900,21900,200,1.0
foldbench_monomer,8dmu_A,seeded-long,all,489,100,571,110700,23925,86775,86584,380,0.6654991243432574
foldbench_monomer,8dmu_A,seeded-long,long,489,100,418,102501,19951,82550,82373,241,0.5765550239234449
foldbench_monomer,8dp9_A,seeded-long,all,148,100,146,8157,582,7575,7570,141,0.9657534246575342
foldbench_monomer,8dp9_A,seeded-long,long,148,100,111,6186,429,5757,5752,106,0.954954954954955
foldbench_monomer,8dqd_A,seeded-long,all,377,100,395,66430,1424,65006,64999,388,0.9822784810126582
foldbench_monomer,8dqd_A,seeded-long,long,377,100,276,60031,1015,59016,59012,272,0.9855072463768116
foldbench_monomer,8dx0_A,seeded-long,all,154,100,135,8926,322,8604,8598,129,0.9555555555555556
foldbench_monomer,8dx0_A,seeded-long,long,154,100,93,6855,238,6617,6615,91,0.978494623655914
foldbench_monomer,8e0r_A,seeded-long,all,468,100,496,85102,19873,65229,65090,357,0.719758064516129
foldbench_monomer,8e0r_A,seeded-long,long,468,100,323,77938,15926,62012,61884,195,0.6037151702786377
foldbench_monomer,8e5h_A,seeded-long,all,372,100,344,65703,5541,60162,60139,321,0.9331395348837209
foldbench_monomer,8e5h_A,seeded-long,long,372,100,244,59340,4271,55069,55050,225,0.9221311475409836
foldbench_monomer,8eb9_A,seeded-long,all,95,100,71,3486,1588,1898,1888,61,0.8591549295774648
foldbench_monomer,8eb9_A,seeded-long,long,95,100,36,2145,943,1202,1194,28,0.7777777777777778
foldbench_monomer,8ec3_A,seeded-long,all,168,100,126,11204,2718,8486,8477,117,0.9285714285714286
foldbench_monomer,8ec3_A,seeded-long,long,168,100,115,8888,2297,6591,6584,108,0.9391304347826087
foldbench_monomer,8eo5_A,seeded-long,all,290,100,253,34980,943,34037,34034,250,0.9881422924901185
foldbench_monomer,8eo5_A,seeded-long,long,290,100,167,30381,633,29748,29747,166,0.9940119760479041
foldbench_monomer,8gmy_A,seeded-long,all,236,100,254,22800,3320,19480,19408,182,0.7165354330708661
foldbench_monomer,8gmy_A,seeded-long,long,236,100,168,19155,2330,16825,16759,102,0.6071428571428571
foldbench_monomer,8q8i_A,seeded-long,all,282,100,376,37410,3881,33529,33467,314,0.8351063829787234
foldbench_monomer,8q8i_A,seeded-long,long,282,100,254,32685,2644,30041,29983,196,0.7716535433070866
foldbench_monomer,8ycm_A,seeded-long,all,229,100,196,23436,4481,18955,18934,175,0.8928571428571429
foldbench_monomer,8ycm_A,seeded-long,long,229,100,128,19701,3236,16465,16444,107,0.8359375
foldbench_monomer,7pv5_A,seeded-strat,all,81,100,64,2420,341,2079,2077,62,0.96875
foldbench_monomer,7pv5_A,seeded-strat,long,81,100,41,1349,213,1136,1134,39,0.9512195121951219
foldbench_monomer,7qp5_A,seeded-strat,all,245,100,241,27730,5024,22706,22699,234,0.970954356846473
foldbench_monomer,7qp5_A,seeded-strat,long,245,100,165,23653,3798,19855,19848,158,0.9575757575757575
foldbench_monomer,7qsj_A,seeded-strat,all,373,100,347,57970,3741,54229,54220,338,0.9740634005763689
foldbench_monomer,7qsj_A,seeded-strat,long,373,100,226,52003,2834,49169,49161,218,0.9646017699115044
foldbench_monomer,7t9r_A,seeded-strat,all,38,100,24,528,356,172,169,21,0.875
foldbench_monomer,7t9r_A,seeded-strat,long,38,100,7,105,76,29,27,5,0.7142857142857143
foldbench_monomer,7tjb_A,seeded-strat,all,227,100,201,23436,1253,22183,22179,197,0.9800995024875622
foldbench_monomer,7tjb_A,seeded-strat,long,227,100,134,19701,898,18803,18799,130,0.9701492537313433
foldbench_monomer,7tlh_A,seeded-strat,all,136,100,114,7021,1480,5541,5536,109,0.956140350877193
foldbench_monomer,7tlh_A,seeded-strat,long,136,100,77,5050,1054,3996,3994,75,0.974025974025974
foldbench_monomer,7uba_A,seeded-strat,all,213,100,208,16486,4959,11527,11486,167,0.8028846153846154
foldbench_monomer,7uba_A,seeded-strat,long,213,100,137,13632,3607,10025,9988,100,0.7299270072992701
foldbench_monomer,7uk8_A,seeded-strat,all,394,100,526,71279,5394,65885,65871,512,0.973384030418251
foldbench_monomer,7uk8_A,seeded-strat,long,394,100,398,64760,4215,60545,60532,385,0.9673366834170855
foldbench_monomer,7ur2_A,seeded-strat,all,195,100,137,11959,3487,8472,8468,133,0.9708029197080292
foldbench_monomer,7ur2_A,seeded-strat,long,195,100,112,9571,2686,6885,6881,108,0.9642857142857143
foldbench_monomer,7urp_A,seeded-strat,all,160,100,134,11781,2037,9744,9720,110,0.8208955223880597
foldbench_monomer,7urp_A,seeded-strat,long,160,100,98,9180,1487,7693,7674,79,0.8061224489795918
foldbench_monomer,7uvg_A,seeded-strat,all,183,100,178,12894,3316,9578,9551,151,0.848314606741573
foldbench_monomer,7uvg_A,seeded-strat,long,183,100,128,10233,2424,7809,7786,105,0.8203125
foldbench_monomer,7uww_A,seeded-strat,all,635,100,693,196251,18333,177918,177799,574,0.8282828282828283
foldbench_monomer,7uww_A,seeded-strat,long,635,100,474,185136,14904,170232,170126,368,0.7763713080168776
foldbench_monomer,7v3o_A,seeded-strat,all,328,100,272,36865,6868,29997,29981,256,0.9411764705882353
foldbench_monomer,7v3o_A,seeded-strat,long,328,100,187,32176,5345,26831,26821,177,0.946524064171123
foldbench_monomer,7w15_A,seeded-strat,all,302,100,303,41328,2129,39199,39196,300,0.9900990099009901
foldbench_monomer,7w15_A,seeded-strat,long,302,100,197,36315,1530,34785,34784,196,0.9949238578680203
foldbench_monomer,7wz5_A,seeded-strat,all,161,100,113,12090,4694,7396,7352,69,0.6106194690265486
foldbench_monomer,7wz5_A,seeded-strat,long,161,100,103,9453,3445,6008,5966,61,0.5922330097087378
foldbench_monomer,7wzm_A,seeded-strat,all,492,100,456,102393,2143,100250,100242,448,0.9824561403508771
foldbench_monomer,7wzm_A,seeded-strat,long,492,100,335,94551,1599,92952,92948,331,0.9880597014925373
foldbench_monomer,7x3h_A,seeded-strat,all,290,100,296,36615,1961,34654,34630,272,0.918918918918919
foldbench_monomer,7x3h_A,seeded-strat,long,290,100,196,32088,1333,30755,30735,176,0.8979591836734694
foldbench_monomer,7x4p_A,seeded-strat,all,307,100,333,45150,3586,41564,41553,322,0.9669669669669669
foldbench_monomer,7x4p_A,seeded-strat,long,307,100,241,39903,2651,37252,37245,234,0.970954356846473
foldbench_monomer,7x8l_A,seeded-strat,all,514,100,580,127777,9575,118202,118157,535,0.9224137931034483
foldbench_monomer,7x8l_A,seeded-strat,long,514,100,440,118894,7702,111192,111150,398,0.9045454545454545
foldbench_monomer,7xcd_A,seeded-strat,all,178,100,148,14878,4160,10718,10677,107,0.722972972972973
foldbench_monomer,7xcd_A,seeded-strat,long,178,100,103,11935,3211,8724,8688,67,0.6504854368932039
foldbench_monomer,7xg9_A,seeded-strat,all,288,100,241,39340,4308,35032,34998,207,0.8589211618257261
foldbench_monomer,7xg9_A,seeded-strat,long,288,100,201,34453,3241,31212,31178,167,0.8308457711442786
foldbench_monomer,7xi5_A,seeded-strat,all,65,100,42,1326,183,1143,1142,41,0.9761904761904762
foldbench_monomer,7xi5_A,seeded-strat,long,65,100,23,561,107,454,453,22,0.9565217391304348
foldbench_monomer,7xjr_A,seeded-strat,all,337,100,354,45150,3065,42085,42069,338,0.9548022598870056
foldbench_monomer,7xjr_A,seeded-strat,long,337,100,275,39903,2305,37598,37583,260,0.9454545454545454
foldbench_monomer,7xlz_A,seeded-strat,all,266,100,265,27759,2007,25752,25744,257,0.969811320754717
foldbench_monomer,7xlz_A,seeded-strat,long,266,100,174,23879,1391,22488,22481,167,0.9597701149425287
foldbench_monomer,7xp9_A,seeded-strat,all,84,100,45,2485,857,1628,1628,45,1.0
foldbench_monomer,7xp9_A,seeded-strat,long,84,100,27,1378,563,815,815,27,1.0
foldbench_monomer,7xq4_A,seeded-strat,all,514,100,472,116915,8478,108437,108404,439,0.9300847457627118
foldbench_monomer,7xq4_A,seeded-strat,long,514,100,335,108671,7098,101573,101542,304,0.9074626865671642
foldbench_monomer,7xrx_A,seeded-strat,all,398,100,396,77028,5500,71528,71511,379,0.9570707070707071
foldbench_monomer,7xrx_A,seeded-strat,long,398,100,302,70125,4216,65909,65900,293,0.9701986754966887
foldbench_monomer,7xyr_A,seeded-strat,all,591,100,707,146099,5314,140785,140764,686,0.9702970297029703
foldbench_monomer,7xyr_A,seeded-strat,long,591,100,527,136844,4157,132687,132671,511,0.969639468690702
foldbench_monomer,7xz3_A,seeded-strat,all,325,100,316,35832,9923,25909,25857,264,0.8354430379746836
foldbench_monomer,7xz3_A,seeded-strat,long,325,100,254,31744,7822,23922,23870,202,0.7952755905511811
foldbench_monomer,7y3h_A,seeded-strat,all,413,100,312,76245,2752,73493,73481,300,0.9615384615384616
foldbench_monomer,7y3h_A,seeded-strat,long,413,100,199,69378,2019,67359,67353,193,0.9698492462311558
foldbench_monomer,7y4h_A,seeded-strat,all,338,100,320,52353,3916,48437,48425,308,0.9625
foldbench_monomer,7y4h_A,seeded-strat,long,338,100,226,46854,2933,43921,43912,217,0.9601769911504425
foldbench_monomer,7y54_A,seeded-strat,all,100,100,105,4465,365,4100,4099,104,0.9904761904761905
foldbench_monomer,7y54_A,seeded-strat,long,100,100,58,2926,215,2711,2710,57,0.9827586206896551
foldbench_monomer,7y5j_A,seeded-strat,all,102,100,91,4005,347,3658,3655,88,0.967032967032967
foldbench_monomer,7y5j_A,seeded-strat,long,102,100,50,2556,198,2358,2355,47,0.94
foldbench_monomer,7y5m_A,seeded-strat,all,170,100,148,11175,1437,9738,9720,130,0.8783783783783784
foldbench_monomer,7y5m_A,seeded-strat,long,170,100,107,8646,882,7764,7747,90,0.8411214953271028
foldbench_monomer,7y5r_A,seeded-strat,all,105,100,97,4950,387,4563,4560,94,0.9690721649484536
foldbench_monomer,7y5r_A,seeded-strat,long,105,100,60,3321,243,3078,3075,57,0.95
foldbench_monomer,7y8h_A,seeded-strat,all,100,100,83,3767,257,3510,3510,83,1.0
foldbench_monomer,7y8h_A,seeded-strat,long,100,100,49,2486,135,2351,2351,49,1.0
foldbench_monomer,7y8i_A,seeded-strat,all,97,100,83,2941,215,2726,2726,83,1.0
foldbench_monomer,7y8i_A,seeded-strat,long,97,100,47,1906,129,1777,1777,47,1.0
foldbench_monomer,7yd4_A,seeded-strat,all,185,100,142,15063,4666,10397,10380,125,0.8802816901408451
foldbench_monomer,7yd4_A,seeded-strat,long,185,100,101,12156,3523,8633,8620,88,0.8712871287128713
foldbench_monomer,7yhr_A,seeded-strat,all,60,100,41,1431,463,968,968,41,1.0
foldbench_monomer,7yhr_A,seeded-strat,long,60,100,23,630,245,385,385,23,1.0
foldbench_monomer,7ykm_A,seeded-strat,all,105,100,55,2850,225,2625,2625,55,1.0
foldbench_monomer,7ykm_A,seeded-strat,long,105,100,34,1653,144,1509,1509,34,1.0
foldbench_monomer,7ylr_A,seeded-strat,all,330,100,364,51365,2190,49175,49164,353,0.9697802197802198
foldbench_monomer,7ylr_A,seeded-strat,long,330,100,242,45776,1600,44176,44167,233,0.9628099173553719
foldbench_monomer,7yug_A,seeded-strat,all,118,100,94,6216,2173,4043,4028,79,0.8404255319148937
foldbench_monomer,7yug_A,seeded-strat,long,118,100,50,4371,1444,2927,2914,37,0.74
foldbench_monomer,7yyg_A,seeded-strat,all,365,100,221,36330,9360,26970,26936,187,0.8461538461538461
foldbench_monomer,7yyg_A,seeded-strat,long,365,100,140,31749,7751,23998,23965,107,0.7642857142857142
foldbench_monomer,7z65_A,seeded-strat,all,283,100,320,38503,2515,35988,35980,312,0.975
foldbench_monomer,7z65_A,seeded-strat,long,283,100,259,33670,1878,31792,31786,253,0.9768339768339769
foldbench_monomer,7znz_A,seeded-strat,all,761,100,932,285390,17468,267922,267884,894,0.9592274678111588
foldbench_monomer,7znz_A,seeded-strat,long,761,100,675,271953,13818,258135,258102,642,0.9511111111111111
foldbench_monomer,7zoi_A,seeded-strat,all,151,100,110,7021,733,6288,6288,110,1.0
foldbench_monomer,7zoi_A,seeded-strat,long,151,100,39,5050,391,4659,4659,39,1.0
foldbench_monomer,7zs2_A,seeded-strat,all,316,100,223,37128,2851,34277,34267,213,0.9551569506726457
foldbench_monomer,7zs2_A,seeded-strat,long,316,100,139,32385,2283,30102,30093,130,0.935251798561151
foldbench_monomer,7zu3_A,seeded-strat,all,132,100,92,7260,2571,4689,4672,75,0.8152173913043478
foldbench_monomer,7zu3_A,seeded-strat,long,132,100,61,5253,1676,3577,3562,46,0.7540983606557377
foldbench_monomer,7zv1_A,seeded-strat,all,136,100,111,5356,1258,4098,4083,96,0.8648648648648649
foldbench_monomer,7zv1_A,seeded-strat,long,136,100,74,3655,784,2871,2859,62,0.8378378378378378
foldbench_monomer,8adc_A,seeded-strat,all,215,100,170,20315,4773,15542,15532,160,0.9411764705882353
foldbench_monomer,8adc_A,seeded-strat,long,215,100,105,16922,3474,13448,13439,96,0.9142857142857143
foldbench_monomer,8add_A,seeded-strat,all,213,100,210,21120,7547,13573,13524,161,0.7666666666666667
foldbench_monomer,8add_A,seeded-strat,long,213,100,144,17601,5791,11810,11765,99,0.6875
foldbench_monomer,8ak2_A,seeded-strat,all,297,100,314,40186,2098,38088,38080,306,0.9745222929936306
foldbench_monomer,8ak2_A,seeded-strat,long,297,100,229,35245,1618,33627,33619,221,0.9650655021834061
foldbench_monomer,8akh_A,seeded-strat,all,374,100,321,49770,2043,47727,47724,318,0.9906542056074766
foldbench_monomer,8akh_A,seeded-strat,long,374,100,229,44253,1466,42787,42786,228,0.9956331877729258
foldbench_monomer,8amo_A,seeded-strat,all,399,100,362,72010,2768,69242,69239,359,0.9917127071823204
foldbench_monomer,8amo_A,seeded-strat,long,399,100,259,65341,2019,63322,63319,256,0.9884169884169884
foldbench_monomer,8arl_A,seeded-strat,all,246,100,260,25651,8392,17259,17134,135,0.5192307692307693
foldbench_monomer,8arl_A,seeded-strat,long,246,100,218,21736,5570,16166,16043,95,0.43577981651376146
foldbench_monomer,8au6_A,seeded-strat,all,321,100,168,29403,4246,25157,25155,166,0.9880952380952381
foldbench_monomer,8au6_A,seeded-strat,long,321,100,118,25200,3212,21988,21987,117,0.9915254237288136
foldbench_monomer,8axj_A,seeded-strat,all,162,100,143,12090,1040,11050,11031,124,0.8671328671328671
foldbench_monomer,8axj_A,seeded-strat,long,162,100,63,9453,533,8920,8909,52,0.8253968253968254
foldbench_monomer,8azb_A,seeded-strat,all,521,100,587,122760,2568,120192,120189,584,0.9948892674616695
foldbench_monomer,8azb_A,seeded-strat,long,521,100,403,114003,1878,112125,112122,400,0.9925558312655087
foldbench_monomer,8b2e_A,seeded-strat,all,143,100,130,9180,1936,7244,7239,125,0.9615384615384616
foldbench_monomer,8b2e_A,seeded-strat,long,143,100,75,6903,1203,5700,5696,71,0.9466666666666667
foldbench_monomer,8b2g_A,seeded-strat,all,74,100,59,2346,528,1818,1818,59,1.0
foldbench_monomer,8b2g_A,seeded-strat,long,74,100,22,1275,265,1010,1010,22,1.0
foldbench_monomer,8b2s_A,seeded-strat,all,245,100,186,27510,1724,25786,25778,178,0.956989247311828
foldbench_monomer,8b2s_A,seeded-strat,long,245,100,108,23541,1068,22473,22468,103,0.9537037037037037
foldbench_monomer,8b4u_A,seeded-strat,all,277,100,273,34716,912,33804,33799,268,0.9816849816849816
foldbench_monomer,8b4u_A,seeded-strat,long,277,100,198,30135,654,29481,29477,194,0.9797979797979798
foldbench_monomer,8b5w_A,seeded-strat,all,459,100,370,57985,14493,43492,43410,288,0.7783783783783784
foldbench_monomer,8b5w_A,seeded-strat,long,459,100,277,52108,11887,40221,40143,199,0.7184115523465704
foldbench_monomer,8b61_A,seeded-strat,all,238,100,212,18351,4604,13747,13734,199,0.9386792452830188
foldbench_monomer,8b61_A,seeded-strat,long,238,100,129,15183,3281,11902,11890,117,0.9069767441860465
foldbench_monomer,8b6a_A,seeded-strat,all,214,100,195,14365,1977,12388,12382,189,0.9692307692307692
foldbench_monomer,8b6a_A,seeded-strat,long,214,100,118,11476,1264,10212,10206,112,0.9491525423728814
foldbench_monomer,8b6e_A,seeded-strat,all,66,100,44,1081,163,918,918,44,1.0
foldbench_monomer,8b6e_A,seeded-strat,long,66,100,19,406,61,345,345,19,1.0
foldbench_monomer,8baq_A,seeded-strat,all,208,100,190,20503,3311,17192,17184,182,0.9578947368421052
foldbench_monomer,8baq_A,seeded-strat,long,208,100,137,17020,2397,14623,14617,131,0.9562043795620438
foldbench_monomer,8bau_A,seeded-strat,all,189,100,209,16836,3211,13625,13622,206,0.9856459330143541
foldbench_monomer,8bau_A,seeded-strat,long,189,100,141,13695,2056,11639,11636,138,0.9787234042553191
foldbench_monomer,8bfy_A,seeded-strat,all,426,100,359,75078,2513,72565,72560,354,0.9860724233983287
foldbench_monomer,8bfy_A,seeded-strat,long,426,100,266,68265,1797,66468,66463,261,0.981203007518797
foldbench_monomer,8bgb_A,seeded-strat,all,131,100,101,7750,582,7168,7167,100,0.9900990099009901
foldbench_monomer,8bgb_A,seeded-strat,long,131,100,58,5671,333,5338,5338,58,1.0
foldbench_monomer,8bke_A,seeded-strat,all,638,100,494,89253,7304,81949,81935,480,0.97165991902834
foldbench_monomer,8bke_A,seeded-strat,long,638,100,329,81810,5756,76054,76043,318,0.9665653495440729
foldbench_monomer,8bsb_A,seeded-strat,all,177,100,115,11781,2412,9369,9368,114,0.991304347826087
foldbench_monomer,8bsb_A,seeded-strat,long,177,100,94,9180,1899,7281,7280,93,0.9893617021276596
foldbench_monomer,8bux_A,seeded-strat,all,334,100,240,40231,9129,31102,31013,151,0.6291666666666667
foldbench_monomer,8bux_A,seeded-strat,long,334,100,177,35739,7149,28590,28510,97,0.5480225988700564
foldbench_monomer,8c4d_A,seeded-strat,all,330,100,229,15931,1785,14146,14142,225,0.982532751091703
foldbench_monomer,8c4d_A,seeded-strat,long,330,100,175,12880,1261,11619,11615,171,0.9771428571428571
foldbench_monomer,8c4y_A,seeded-strat,all,314,100,373,46971,2128,44843,44842,372,0.9973190348525469
foldbench_monomer,8c4y_A,seeded-strat,long,314,100,292,41616,1590,40026,40025,291,0.9965753424657534
foldbench_monomer,8cba_A,seeded-strat,all,214,100,245,17955,7037,10918,10877,204,0.8326530612244898
foldbench_monomer,8cba_A,seeded-strat,long,214,100,153,14706,5182,9524,9492,121,0.7908496732026143
foldbench_monomer,8ci9_A,seeded-strat,all,312,100,337,45150,5987,39163,39148,322,0.9554896142433235
foldbench_monomer,8ci9_A,seeded-strat,long,312,100,257,39903,4650,35253,35239,243,0.9455252918287937
foldbench_monomer,8cih_A,seeded-strat,all,214,100,158,16668,4502,12166,12144,136,0.8607594936708861
foldbench_monomer,8cih_A,seeded-strat,long,214,100,131,13653,3546,10107,10086,110,0.8396946564885496
foldbench_monomer,8cpk_A,seeded-strat,all,384,100,353,71631,4327,67304,67291,340,0.9631728045325779
foldbench_monomer,8cpk_A,seeded-strat,long,384,100,256,64980,3074,61906,61898,248,0.96875
foldbench_monomer,8cpn_A,seeded-strat,all,207,100,168,11811,3590,8221,8212,159,0.9464285714285714
foldbench_monomer,8cpn_A,seeded-strat,long,207,100,110,9576,2798,6778,6770,102,0.9272727272727272
foldbench_monomer,8d2z_A,seeded-strat,all,327,100,312,45150,2676,42474,42465,303,0.9711538461538461
foldbench_monomer,8d2z_A,seeded-strat,long,327,100,211,39903,1965,37938,37930,203,0.9620853080568721
foldbench_monomer,8daj_A,seeded-strat,all,302,100,299,43956,2331,41625,41613,287,0.959866220735786
foldbench_monomer,8daj_A,seeded-strat,long,302,100,215,38781,1550,37231,37221,205,0.9534883720930233
foldbench_monomer,8dez_A,seeded-strat,all,173,100,182,14028,4280,9748,9722,156,0.8571428571428571
foldbench_monomer,8dez_A,seeded-strat,long,173,100,141,11175,3136,8039,8014,116,0.8226950354609929
foldbench_monomer,8dge_A,seeded-strat,all,738,100,914,246078,13091,232987,232946,873,0.9551422319474836
foldbench_monomer,8dge_A,seeded-strat,long,738,100,646,233720,10215,223505,223468,609,0.9427244582043344
foldbench_monomer,8dhj_A,seeded-strat,all,249,100,267,26580,1134,25446,25446,267,1.0
foldbench_monomer,8dhj_A,seeded-strat,long,249,100,200,22776,874,21902,21902,200,1.0
foldbench_monomer,8dmu_A,seeded-strat,all,489,100,571,110700,24390,86310,86122,383,0.670753064798599
foldbench_monomer,8dmu_A,seeded-strat,long,489,100,418,102501,20379,82122,81943,239,0.5717703349282297
foldbench_monomer,8dp9_A,seeded-strat,all,148,100,146,8157,605,7552,7547,141,0.9657534246575342
foldbench_monomer,8dp9_A,seeded-strat,long,148,100,111,6186,445,5741,5736,106,0.954954954954955
foldbench_monomer,8dqd_A,seeded-strat,all,377,100,395,66430,1437,64993,64986,388,0.9822784810126582
foldbench_monomer,8dqd_A,seeded-strat,long,377,100,276,60031,1030,59001,58997,272,0.9855072463768116
foldbench_monomer,8dx0_A,seeded-strat,all,154,100,135,8926,329,8597,8590,128,0.9481481481481482
foldbench_monomer,8dx0_A,seeded-strat,long,154,100,93,6855,242,6613,6610,90,0.967741935483871
foldbench_monomer,8e0r_A,seeded-strat,all,468,100,496,85102,19611,65491,65341,346,0.6975806451612904
foldbench_monomer,8e0r_A,seeded-strat,long,468,100,323,77938,15696,62242,62101,182,0.5634674922600619
foldbench_monomer,8e5h_A,seeded-strat,all,372,100,344,65703,5591,60112,60093,325,0.9447674418604651
foldbench_monomer,8e5h_A,seeded-strat,long,372,100,244,59340,4311,55029,55014,229,0.9385245901639344
foldbench_monomer,8eb9_A,seeded-strat,all,95,100,71,3486,1534,1952,1946,65,0.9154929577464789
foldbench_monomer,8eb9_A,seeded-strat,long,95,100,36,2145,903,1242,1236,30,0.8333333333333334
foldbench_monomer,8ec3_A,seeded-strat,all,168,100,126,11204,2928,8276,8267,117,0.9285714285714286
foldbench_monomer,8ec3_A,seeded-strat,long,168,100,115,8888,2457,6431,6424,108,0.9391304347826087
foldbench_monomer,8eo5_A,seeded-strat,all,290,100,253,34980,954,34026,34024,251,0.9920948616600791
foldbench_monomer,8eo5_A,seeded-strat,long,290,100,167,30381,636,29745,29745,167,1.0
foldbench_monomer,8gmy_A,seeded-strat,all,236,100,254,22800,3148,19652,19587,189,0.7440944881889764
foldbench_monomer,8gmy_A,seeded-strat,long,236,100,168,19155,2202,16953,16892,107,0.6369047619047619
foldbench_monomer,8q8i_A,seeded-strat,all,282,100,376,37410,3973,33437,33372,311,0.8271276595744681
foldbench_monomer,8q8i_A,seeded-strat,long,282,100,254,32685,2741,29944,29883,193,0.7598425196850394
foldbench_monomer,8ycm_A,seeded-strat,all,229,100,196,23436,4372,19064,19043,175,0.8928571428571429
foldbench_monomer,8ycm_A,seeded-strat,long,229,100,128,19701,3142,16559,16538,107,0.8359375
