range,cut,subset,predictor,n,n_valid,mean,sem,n_pairs,delta_marinfold_minus_comparator,ci_lo,ci_hi,significant,split
all,AUC,no_or_remote_homolog,Protenix-v2 + MSA,48,48,0.8613995440008738,0.016608667769417086,48.0,-0.005301564702318393,-0.03802589805932282,0.029149983472961608,False,natural
all,AUC,no_or_remote_homolog,seq-KNN k=10 (null),48,48,0.5188854121652702,0.007260978080870935,48.0,0.33721256713328523,0.31488180592390147,0.36024900680162175,True,natural
all,R,no_or_remote_homolog,"MarinFold #199 (1.5B, seq only)",48,48,0.32391455168769856,0.0306725541820907,,,,,,natural
all,R,no_or_remote_homolog,Protenix-v2 single-seq,48,48,0.4097191469455017,0.04106810598387427,48.0,-0.08580459525780311,-0.14716560795812483,-0.023357710858300792,True,natural
all,R,no_or_remote_homolog,ESMFold,48,48,0.4214250018128917,0.046776603449669385,48.0,-0.09751045012519317,-0.15725939420990137,-0.03990636354203025,True,natural
all,R,no_or_remote_homolog,ESMFold2,48,48,0.4873727507420466,0.041351209101427616,48.0,-0.163458199054348,-0.22075780880538565,-0.10703462813201815,True,natural
all,R,no_or_remote_homolog,Protenix-v2 + MSA,48,48,0.6279178723609617,0.034069901331639806,48.0,-0.3040033206732632,-0.3783978593409864,-0.22490245592626937,True,natural
all,R,no_or_remote_homolog,seq-KNN k=10 (null),48,48,0.04049402309152694,0.0141788049913979,48.0,0.2834205285961717,0.23733661871300854,0.334007218691912,True,natural
long,AUC,no_or_remote_homolog,"MarinFold #199 (1.5B, seq only)",48,48,0.8249953804293323,0.015351260189153983,,,,,,natural
long,AUC,no_or_remote_homolog,Protenix-v2 single-seq,48,48,0.7153994269017597,0.02447070524148678,48.0,0.10959595352757234,0.07407502473126013,0.14630605858425902,True,natural
long,AUC,no_or_remote_homolog,ESMFold,48,48,0.7080700347448342,0.028438041582284048,48.0,0.1169253456844979,0.08077298830638269,0.15411570961229198,True,natural
long,AUC,no_or_remote_homolog,ESMFold2,48,48,0.7610781370973242,0.023608179795597692,48.0,0.06391724333200786,0.033527011046890244,0.09484140690105375,True,natural
long,AUC,no_or_remote_homolog,Protenix-v2 + MSA,48,48,0.8500449175046008,0.01931186808955453,48.0,-0.025049537075268732,-0.06280308610214133,0.014295192494831377,False,natural
long,AUC,no_or_remote_homolog,seq-KNN k=10 (null),48,48,0.502998479165074,0.001421785472298649,48.0,0.3219969012642581,0.2926703219375151,0.35101005366171595,True,natural
long,R,no_or_remote_homolog,"MarinFold #199 (1.5B, seq only)",48,48,0.2702824637466231,0.03574438344125317,,,,,,natural
long,R,no_or_remote_homolog,Protenix-v2 single-seq,48,48,0.37502353254734916,0.04437011928808779,48.0,-0.10474106880072602,-0.17719663103184669,-0.026568909968896364,True,natural
long,R,no_or_remote_homolog,ESMFold,48,48,0.3821792447931897,0.052729713223985945,48.0,-0.1118967810465666,-0.17757303269767774,-0.04794477335718904,True,natural
long,R,no_or_remote_homolog,ESMFold2,48,48,0.4497928841638876,0.04464441485154221,48.0,-0.1795104204172645,-0.25296266885377666,-0.0996025854288342,True,natural
long,R,no_or_remote_homolog,Protenix-v2 + MSA,48,48,0.5959299065441471,0.03961968381639691,48.0,-0.32564744279752394,-0.4126384865397061,-0.2313663953502428,True,natural
long,R,no_or_remote_homolog,seq-KNN k=10 (null),48,48,0.016200626806948216,0.006056850796204813,48.0,0.2540818369396749,0.1898285252436241,0.32546239819918016,True,natural
all,AUC,no_or_remote_homolog,"MarinFold #199 (1.5B, seq only)",191,191,0.953783110061446,0.004348560573021395,,,,,,designed
all,AUC,no_or_remote_homolog,Protenix-v2 single-seq,191,191,0.937809730287143,0.005659617162433215,191.0,0.015973379774302864,0.004145695561160396,0.028514270826942696,True,designed
all,AUC,no_or_remote_homolog,ESMFold,191,191,0.9049748695901284,0.008944740702730295,191.0,0.04880824047131762,0.033420937146746786,0.0650925469513354,True,designed
all,AUC,no_or_remote_homolog,ESMFold2,191,191,0.9415879827417531,0.005158361754954704,191.0,0.012195127319692956,0.0016527179249603689,0.023679154787207668,True,designed
all,AUC,no_or_remote_homolog,Protenix-v2 + MSA,191,191,0.9366937916546071,0.005909905602087918,191.0,0.017089318406838916,0.004387566185671227,0.030654279180832893,True,designed
all,AUC,no_or_remote_homolog,seq-KNN k=10 (null),191,191,0.5153409998937096,0.003508094989943689,191.0,0.4384421101677363,0.4275524072824162,0.4487823133511626,True,designed
all,R,no_or_remote_homolog,"MarinFold #199 (1.5B, seq only)",191,191,0.6052105499266257,0.016681183823443146,,,,,,designed
all,R,no_or_remote_homolog,Protenix-v2 single-seq,191,191,0.7981641293492683,0.011987329435146478,191.0,-0.1929535794226425,-0.22449464938277822,-0.1597170527091819,True,designed
all,R,no_or_remote_homolog,ESMFold,191,191,0.7656481945455604,0.016711822817543822,191.0,-0.16043764461893464,-0.18907797540816987,-0.1312830753673464,True,designed
all,R,no_or_remote_homolog,ESMFold2,191,191,0.8121896525435213,0.011137270623319316,191.0,-0.2069791026168956,-0.23977852654818427,-0.1725639133180849,True,designed
all,R,no_or_remote_homolog,Protenix-v2 + MSA,191,191,0.7992724820324099,0.0124191651597094,191.0,-0.194061932105784,-0.22687184240280522,-0.16011898516359857,True,designed
all,R,no_or_remote_homolog,seq-KNN k=10 (null),191,191,0.03419406637921343,0.006462798151764466,191.0,0.5710164835474124,0.5372209778564828,0.606168107715776,True,designed
long,AUC,no_or_remote_homolog,"MarinFold #199 (1.5B, seq only)",190,190,0.9388575102575912,0.005569487930613458,,,,,,designed
long,AUC,no_or_remote_homolog,Protenix-v2 single-seq,190,190,0.9307220876601757,0.006562362375116781,190.0,0.008135422597415232,-0.0059061222202618875,0.02291000290258075,False,designed
long,AUC,no_or_remote_homolog,ESMFold,190,190,0.8915430403366972,0.01015414042650304,190.0,0.04731446992089387,0.029739840799745506,0.06600201684188962,True,designed
long,AUC,no_or_remote_homolog,ESMFold2,190,190,0.9306541403239637,0.00619114898685035,190.0,0.00820336993362755,-0.005574950038255815,0.022062158155610915,False,designed
long,AUC,no_or_remote_homolog,Protenix-v2 + MSA,190,190,0.9321714087186604,0.006739752159343023,190.0,0.006686101538930763,-0.00875610517650815,0.022893849474895134,False,designed
long,AUC,no_or_remote_homolog,seq-KNN k=10 (null),190,190,0.5097998298599142,0.003083536265554282,190.0,0.42905768039767694,0.41667631031753866,0.441065808674314,True,designed
long,R,no_or_remote_homolog,"MarinFold #199 (1.5B, seq only)",190,190,0.5467373812850531,0.01817389854030993,,,,,,designed
long,R,no_or_remote_homolog,Protenix-v2 single-seq,190,190,0.7859390175556158,0.012988206709504397,190.0,-0.23920163627056287,-0.2725414771094042,-0.20568221760409325,True,designed
long,R,no_or_remote_homolog,ESMFold,190,190,0.7372114068090742,0.019205749487216494,190.0,-0.19047402552402118,-0.22598559067146518,-0.1547010516195285,True,designed
long,R,no_or_remote_homolog,ESMFold2,190,190,0.7995172067913441,0.012376686044662518,190.0,-0.25277982550629124,-0.28867131903991217,-0.21744100281989268,True,designed
long,R,no_or_remote_homolog,Protenix-v2 + MSA,190,190,0.7902188996097382,0.013240460762236738,190.0,-0.24348151832468531,-0.2788365042895936,-0.20772138179055535,True,designed
long,R,no_or_remote_homolog,seq-KNN k=10 (null),190,190,0.02438226756061693,0.005701209293774667,190.0,0.5223551137244361,0.48621383484473824,0.5589521441856715,True,designed
all,AUC,no_homolog_and_novel_fold,"MarinFold #199 (1.5B, seq only)",37,37,0.8399336818421278,0.012291744045745586,,,,,,all
all,AUC,no_homolog_and_novel_fold,Protenix-v2 single-seq,37,37,0.8050806322334338,0.02780542708115007,37.0,0.03485304960869373,-0.005128634397090132,0.07659386860332923,False,all
all,AUC,no_homolog_and_novel_fold,ESMFold,37,37,0.7868844703484849,0.029490227588116952,37.0,0.05304921149364293,0.008432149328879748,0.09839645315706938,True,all
all,AUC,no_homolog_and_novel_fold,ESMFold2,37,37,0.8314998795180475,0.026294854942409053,37.0,0.00843380232408018,-0.028495336197547644,0.04838178951006604,False,all
all,AUC,no_homolog_and_novel_fold,Protenix-v2 + MSA,37,37,0.8771491210581978,0.020127964374259493,37.0,-0.03721543921606998,-0.07282435257959893,0.001246276244434292,False,all
all,AUC,no_homolog_and_novel_fold,seq-KNN k=10 (null),37,37,0.5083074540226068,0.0055119479304538335,37.0,0.331626227819521,0.3094609411853922,0.35309152153626183,True,all
all,R,no_homolog_and_novel_fold,"MarinFold #199 (1.5B, seq only)",37,37,0.3280259510361047,0.03194836936839074,,,,,,all
all,R,no_homolog_and_novel_fold,Protenix-v2 single-seq,37,37,0.5470403323793182,0.054531247080381436,37.0,-0.21901438134321347,-0.3106672623922816,-0.12504135591493967,True,all
all,R,no_homolog_and_novel_fold,ESMFold,37,37,0.5470901432702999,0.05445807291802026,37.0,-0.21906419223419524,-0.30291490896525103,-0.13584265088396277,True,all
all,R,no_homolog_and_novel_fold,ESMFold2,37,37,0.6202798698877845,0.04972385435081117,37.0,-0.2922539188516797,-0.371679429630491,-0.21061964429297844,True,all
all,R,no_homolog_and_novel_fold,Protenix-v2 + MSA,37,37,0.6703896717704732,0.041442287015241226,37.0,-0.34236372073436844,-0.43110997157099173,-0.24709381815848364,True,all
all,R,no_homolog_and_novel_fold,seq-KNN k=10 (null),37,37,0.01855619103022814,0.010537200604888202,37.0,0.3094697600058766,0.2564789422030627,0.3639746436646933,True,all
long,AUC,no_homolog_and_novel_fold,"MarinFold #199 (1.5B, seq only)",37,37,0.7934070724783548,0.014167157510949638,,,,,,all
long,AUC,no_homolog_and_novel_fold,Protenix-v2 single-seq,37,37,0.7853031387955889,0.030946411789058093,37.0,0.008103933682765954,-0.037988732772500027,0.0565972121037735,False,all
long,AUC,no_homolog_and_novel_fold,ESMFold,37,37,0.7670912840919343,0.032785407645152496,37.0,0.026315788386420468,-0.024188661151037,0.07771289594955383,False,all
long,AUC,no_homolog_and_novel_fold,ESMFold2,37,37,0.8149599847022841,0.02816654906093272,37.0,-0.021552912223929334,-0.06402331524043675,0.02427231538662947,False,all
long,AUC,no_homolog_and_novel_fold,Protenix-v2 + MSA,37,37,0.8602580449798592,0.024054427713435335,37.0,-0.06685097250150443,-0.11029892137171579,-0.020455849253259713,True,all
long,AUC,no_homolog_and_novel_fold,seq-KNN k=10 (null),37,37,0.500983094671335,0.000722120154862332,37.0,0.29242397780701973,0.2659657360603661,0.31947740907420125,True,all
long,R,no_homolog_and_novel_fold,"MarinFold #199 (1.5B, seq only)",37,37,0.23629140245930036,0.03138375266472233,,,,,,all
long,R,no_homolog_and_novel_fold,Protenix-v2 single-seq,37,37,0.5108338189472136,0.059749172201477845,37.0,-0.2745424164879134,-0.38682058061814684,-0.15431699229614176,True,all
long,R,no_homolog_and_novel_fold,ESMFold,37,37,0.5046699457516852,0.06110755291333046,37.0,-0.26837854329238486,-0.3702313565238326,-0.16754140312688934,True,all
long,R,no_homolog_and_novel_fold,ESMFold2,37,37,0.5688174522543582,0.05511666740617615,37.0,-0.3325260497950578,-0.4399077435770776,-0.21168324020342816,True,all
long,R,no_homolog_and_novel_fold,Protenix-v2 + MSA,37,37,0.6391682151980286,0.04881580076326084,37.0,-0.4028768127387283,-0.5057110916269615,-0.28398182827883267,True,all
long,R,no_homolog_and_novel_fold,seq-KNN k=10 (null),37,37,0.004257043233766562,0.0013376140386904061,37.0,0.23203435922553378,0.17721952749619446,0.29454171505809845,True,all
all,AUC,no_homolog_and_novel_fold,"MarinFold #199 (1.5B, seq only)",19,19,0.8117241836508979,0.01901560207149053,,,,,,natural
all,AUC,no_homolog_and_novel_fold,Protenix-v2 single-seq,19,19,0.6833776432613733,0.03179257491926355,19.0,0.12834654038952456,0.0832804171593734,0.17033743385106723,True,natural
all,AUC,no_homolog_and_novel_fold,ESMFold,19,19,0.6601471598146373,0.03604607419969772,19.0,0.15157702383626032,0.0998371166339756,0.19905621363627202,True,natural
all,AUC,no_homolog_and_novel_fold,ESMFold2,19,19,0.7179664094983657,0.034645559062359735,19.0,0.09375777415253209,0.04741280459249986,0.13894132366116455,True,natural
all,AUC,no_homolog_and_novel_fold,Protenix-v2 + MSA,19,19,0.8213116343798091,0.030096642083226797,19.0,-0.00958745072891136,-0.07107227941829745,0.054314083144330005,False,natural
all,AUC,no_homolog_and_novel_fold,seq-KNN k=10 (null),19,19,0.5140003927361964,0.010638066062651498,19.0,0.29772379091470147,0.2671906661873254,0.3281279683632696,True,natural
all,R,no_homolog_and_novel_fold,"MarinFold #199 (1.5B, seq only)",19,19,0.26985202495374633,0.04705660549044336,,,,,,natural
all,R,no_homolog_and_novel_fold,Protenix-v2 single-seq,19,19,0.2944092510519236,0.05602668642186461,19.0,-0.024557226098177353,-0.13300916947120106,0.08178777942259206,False,natural
all,R,no_homolog_and_novel_fold,ESMFold,19,19,0.3071132435564799,0.06462481550489033,19.0,-0.03726121860273368,-0.1320652626394287,0.04001258570196089,False,natural
all,R,no_homolog_and_novel_fold,ESMFold2,19,19,0.39717294608427506,0.062052963938536654,19.0,-0.12732092113052873,-0.22554243714492106,-0.03494203258911665,True,natural
all,R,no_homolog_and_novel_fold,Protenix-v2 + MSA,19,19,0.5325920277839087,0.057833062090231736,19.0,-0.2627400028301623,-0.40990297909646367,-0.10551926775738595,True,natural
all,R,no_homolog_and_novel_fold,seq-KNN k=10 (null),19,19,0.028114453560043964,0.020251112574058563,19.0,0.24173757139370233,0.17982797343882623,0.310712403681553,True,natural
long,AUC,no_homolog_and_novel_fold,"MarinFold #199 (1.5B, seq only)",19,19,0.7651410686451271,0.023175579354504722,,,,,,natural
long,AUC,no_homolog_and_novel_fold,Protenix-v2 single-seq,19,19,0.6532231281231046,0.034452970823674836,19.0,0.11191794052202256,0.05879611974417274,0.16045413329252067,True,natural
long,AUC,no_homolog_and_novel_fold,ESMFold,19,19,0.6346608240498937,0.040715139684249065,19.0,0.13048024459523347,0.07236647158158833,0.18558780194061858,True,natural
long,AUC,no_homolog_and_novel_fold,ESMFold2,19,19,0.686588333345234,0.034432907401100395,19.0,0.07855273529989314,0.02532120381920099,0.1301828733774908,True,natural
long,AUC,no_homolog_and_novel_fold,Protenix-v2 + MSA,19,19,0.7954767786531217,0.0348954565022474,19.0,-0.030335710007994662,-0.10367363862217584,0.0458403103601298,False,natural
long,AUC,no_homolog_and_novel_fold,seq-KNN k=10 (null),19,19,0.5013465443833933,0.0013365268133422147,19.0,0.26379452426173366,0.2221980579845493,0.30837441759060114,True,natural
long,R,no_homolog_and_novel_fold,"MarinFold #199 (1.5B, seq only)",19,19,0.20423905106961335,0.04994624510697954,,,,,,natural
long,R,no_homolog_and_novel_fold,Protenix-v2 single-seq,19,19,0.24061930416550192,0.05958933876161541,19.0,-0.03638025309588861,-0.17604109721022865,0.11663914852034082,False,natural
long,R,no_homolog_and_novel_fold,ESMFold,19,19,0.24837515913849395,0.07277842683114653,19.0,-0.044136108068880596,-0.15531243995841262,0.04440160863020815,False,natural
long,R,no_homolog_and_novel_fold,ESMFold2,19,19,0.30098633646200296,0.05925853213762233,19.0,-0.09674728539238966,-0.24165386143738898,0.06787452892053769,False,natural
long,R,no_homolog_and_novel_fold,Protenix-v2 + MSA,19,19,0.4855006901592301,0.06748441837686697,19.0,-0.2812616390896168,-0.4525578509382453,-0.07958446159707203,True,natural
long,R,no_homolog_and_novel_fold,seq-KNN k=10 (null),19,19,0.003440375367521295,0.0017571459462530743,19.0,0.20079867570209203,0.12329718300988124,0.3084347949822182,True,natural
all,AUC,no_homolog_and_novel_fold,"MarinFold #199 (1.5B, seq only)",18,18,0.8697103743773149,0.01232770579186087,,,,,,designed
all,AUC,no_homolog_and_novel_fold,Protenix-v2 single-seq,18,18,0.9335448983706094,0.018582645197506676,18.0,-0.06383452399329438,-0.09192609503390875,-0.030901689882528262,True,designed
all,AUC,no_homolog_and_novel_fold,ESMFold,18,18,0.920662742578657,0.016833870490109003,18.0,-0.05095236820134208,-0.08526060634205604,-0.013465707216853647,True,designed
all,AUC,no_homolog_and_novel_fold,ESMFold2,18,18,0.9513407645388229,0.004797460084167146,18.0,-0.08163039016150793,-0.10277057658242063,-0.06092464656807833,True,designed
all,AUC,no_homolog_and_novel_fold,Protenix-v2 + MSA,18,18,0.9360886903298302,0.018794127086463497,18.0,-0.06637831595251519,-0.09400475072540804,-0.033141335585845366,True,designed
all,AUC,no_homolog_and_novel_fold,seq-KNN k=10 (null),18,18,0.50229824093604,0.0012768277294698416,18.0,0.367412133441275,0.34195022559283966,0.3911811563208504,True,designed
all,R,no_homolog_and_novel_fold,"MarinFold #199 (1.5B, seq only)",18,18,0.3894317619008164,0.039195307039409114,,,,,,designed
all,R,no_homolog_and_novel_fold,Protenix-v2 single-seq,18,18,0.8137064737804568,0.03591724339306912,18.0,-0.4242747118796405,-0.5099044033999719,-0.3334654328942253,True,designed
all,R,no_homolog_and_novel_fold,ESMFold,18,18,0.8003990929682211,0.029858250434117696,18.0,-0.41096733106740463,-0.49143038619443813,-0.3315726122960147,True,designed
all,R,no_homolog_and_novel_fold,ESMFold2,18,18,0.8557816227914887,0.010284716164873432,18.0,-0.4663498608906724,-0.5363240535998289,-0.3950688370771908,True,designed
all,R,no_homolog_and_novel_fold,Protenix-v2 + MSA,18,18,0.8158427404229578,0.03625399745155615,18.0,-0.42641097852214144,-0.5145540977888732,-0.33367412406746627,True,designed
all,R,no_homolog_and_novel_fold,seq-KNN k=10 (null),18,18,0.008466913915422555,0.0036472312313281826,18.0,0.3809648479853938,0.3040738448692671,0.45711921967191965,True,designed
long,AUC,no_homolog_and_novel_fold,"MarinFold #199 (1.5B, seq only)",18,18,0.8232434098578728,0.013092015749794787,,,,,,designed
long,AUC,no_homolog_and_novel_fold,Protenix-v2 single-seq,18,18,0.9247209278387667,0.024809379220629035,18.0,-0.10147751798089377,-0.13596154194486473,-0.05612014903001863,True,designed
long,AUC,no_homolog_and_novel_fold,ESMFold,18,18,0.9068789919140882,0.024243683866379876,18.0,-0.0836355820562155,-0.1286455386548779,-0.032853272795116455,True,designed
long,AUC,no_homolog_and_novel_fold,ESMFold2,18,18,0.9504633944680594,0.005002260077941864,18.0,-0.12721998461018638,-0.1502098498795477,-0.102563224431243,True,designed
long,AUC,no_homolog_and_novel_fold,Protenix-v2 + MSA,18,18,0.9286382705469709,0.024942013688089626,18.0,-0.10539486068909808,-0.13957728447991374,-0.06007367283865899,True,designed
long,AUC,no_homolog_and_novel_fold,seq-KNN k=10 (null),18,18,0.5005994533086068,0.0005065144307471587,18.0,0.32264395654926603,0.29715960718360207,0.3480919974466672,True,designed
long,R,no_homolog_and_novel_fold,"MarinFold #199 (1.5B, seq only)",18,18,0.2701244400373033,0.03698849699686947,,,,,,designed
long,R,no_homolog_and_novel_fold,Protenix-v2 single-seq,18,18,0.7960602512167981,0.04745522259587699,18.0,-0.5259358111794951,-0.6148551380067219,-0.4239141247951906,True,designed
long,R,no_homolog_and_novel_fold,ESMFold,18,18,0.775203331621165,0.044168091759592264,18.0,-0.5050788915838615,-0.5979457771417876,-0.4054973872144464,True,designed
long,R,no_homolog_and_novel_fold,ESMFold2,18,18,0.8515280744796221,0.011972477296157184,18.0,-0.5814036344423186,-0.64775952036553,-0.5134659916223815,True,designed
long,R,no_homolog_and_novel_fold,Protenix-v2 + MSA,18,18,0.8013728249612048,0.0476358699483339,18.0,-0.5312483849239016,-0.6208517801059433,-0.4280496976264381,True,designed
long,R,no_homolog_and_novel_fold,seq-KNN k=10 (null),18,18,0.0051190815370254555,0.002062135568528763,18.0,0.26500535850027784,0.1947223334393057,0.3372924923231675,True,designed
all,AUC,all_554,"MarinFold #199 (1.5B, seq only)",554,554,0.9487014247848388,0.0029833989482536036,,,,,,all
all,AUC,all_554,Protenix-v2 single-seq,554,554,0.829607713122528,0.007217348806549036,554.0,0.1190937116623109,0.10573869607899537,0.13260232389044904,True,all
all,AUC,all_554,ESMFold,554,554,0.9013863804030053,0.005312192001485303,554.0,0.04731504438183353,0.03966298936171762,0.05514214306607243,True,all
all,AUC,all_554,ESMFold2,554,554,0.9234927175100706,0.004276168676444915,554.0,0.025208707274768243,0.01843918671221126,0.031897249620768786,True,all
all,AUC,all_554,Protenix-v2 + MSA,554,554,0.9405511170399871,0.003156083428490393,554.0,0.008150307744851848,0.0013717238209125823,0.01500355991214437,True,all
all,AUC,all_554,seq-KNN k=10 (null),554,554,0.7109436678857998,0.00882790438425674,554.0,0.237757756899039,0.22043744519872224,0.25461013822353334,True,all
all,R,all_554,"MarinFold #199 (1.5B, seq only)",554,554,0.611032469785596,0.010270931214816072,,,,,,all
all,R,all_554,Protenix-v2 single-seq,554,554,0.6031578401726864,0.013503865366967703,554.0,0.00787462961290964,-0.01733472269658873,0.03312554264231335,False,all
all,R,all_554,ESMFold,554,554,0.7553286610904633,0.00990403965038864,554.0,-0.14429619130486723,-0.1593144702061365,-0.12919893455919657,True,all
all,R,all_554,ESMFold2,554,554,0.7862849202602139,0.008398008628102548,554.0,-0.17525245047461788,-0.19266816905344689,-0.15809381531367095,True,all
all,R,all_554,Protenix-v2 + MSA,554,554,0.8118214040198143,0.006683235463005088,554.0,-0.2007889342342182,-0.21969860325539728,-0.18218342545832747,True,all
all,R,all_554,seq-KNN k=10 (null),554,554,0.34490532806954644,0.014182720666916202,554.0,0.26612714171604956,0.2364894073085243,0.2955023902572961,True,all
long,AUC,all_554,"MarinFold #199 (1.5B, seq only)",553,553,0.9346803227658677,0.003729150243149677,,,,,,all
long,AUC,all_554,Protenix-v2 single-seq,553,553,0.8148539520190977,0.007802168569245834,553.0,0.11982637074676993,0.10523517816861369,0.13445460863969705,True,all
long,AUC,all_554,ESMFold,553,553,0.8915701843698296,0.005861815063352761,553.0,0.04311013839603811,0.03438127143697706,0.05218367484824539,True,all
long,AUC,all_554,ESMFold2,553,553,0.9155850861893643,0.004659277426918666,553.0,0.019095236576503406,0.011408956711029797,0.02657990234969686,True,all
long,AUC,all_554,Protenix-v2 + MSA,553,553,0.9347577535790991,0.003620909594945091,553.0,-7.743081323142293e-05,-0.008441574420518065,0.00802972796317307,False,all
long,AUC,all_554,seq-KNN k=10 (null),553,553,0.701026325624145,0.008798237827080477,553.0,0.23365399714172255,0.21609656470119706,0.2511003224007562,True,all
long,R,all_554,"MarinFold #199 (1.5B, seq only)",553,553,0.5645359389691079,0.01146689137555518,,,,,,all
long,R,all_554,Protenix-v2 single-seq,553,553,0.571710332452209,0.014547844267856604,553.0,-0.0071743934831010915,-0.03579242504343294,0.020711323609633035,False,all
long,R,all_554,ESMFold,553,553,0.7321938099602431,0.010996327575417538,553.0,-0.1676578709911351,-0.18607496609451646,-0.14965882726259414,True,all
long,R,all_554,ESMFold2,553,553,0.7689434989613418,0.009108087229457303,553.0,-0.204407559992234,-0.22398579490133835,-0.18500868494395092,True,all
long,R,all_554,Protenix-v2 + MSA,553,553,0.7950362558838893,0.007425069295665551,553.0,-0.2305003169147814,-0.25156251116786316,-0.20976897150600948,True,all
long,R,all_554,seq-KNN k=10 (null),553,553,0.32412804641096815,0.013918947040929377,553.0,0.24040789255813982,0.21048975591318755,0.2699518801424157,True,all
all,AUC,all_554,"MarinFold #199 (1.5B, seq only)",158,158,0.9046510427579619,0.006963274636379704,,,,,,natural
all,AUC,all_554,Protenix-v2 single-seq,158,158,0.6691592556610503,0.011170228663154773,158.0,0.23549178709691168,0.21324145614816253,0.2579917839267964,True,natural
all,AUC,all_554,ESMFold,158,158,0.833717535642436,0.012374603187606128,158.0,0.07093350711552586,0.05340230488102986,0.0882510633435806,True,natural
all,AUC,all_554,ESMFold2,158,158,0.8664145123852962,0.011071275486986552,158.0,0.03823653037266586,0.022085349051006842,0.05380637713616463,True,natural
all,AUC,all_554,Protenix-v2 + MSA,158,158,0.9211809152851388,0.007054799202667635,158.0,-0.016529872527176845,-0.03174117206078454,-0.0011371124262457256,True,natural
all,AUC,all_554,seq-KNN k=10 (null),158,158,0.7632818057274493,0.015592974845697874,158.0,0.1413692370305126,0.11403124130775576,0.16906176465588943,True,natural
all,R,all_554,"MarinFold #199 (1.5B, seq only)",158,158,0.4547697598187228,0.018920125666635777,,,,,,natural
all,R,all_554,Protenix-v2 single-seq,158,158,0.3024892999272624,0.020238291199275605,158.0,0.1522804598914603,0.10737005536467488,0.19826268004128042,True,natural
all,R,all_554,ESMFold,158,158,0.6261176417408957,0.02268345741989665,158.0,-0.17134788192217298,-0.20273166633597528,-0.1403493571450524,True,natural
all,R,all_554,ESMFold2,158,158,0.6787144817991458,0.021055222677744446,158.0,-0.22394472198042328,-0.25691947231099643,-0.1921307383208024,True,natural
all,R,all_554,Protenix-v2 + MSA,158,158,0.7716748310673043,0.014836453388908145,158.0,-0.31690507124858164,-0.3537157627089393,-0.27986500175509826,True,natural
all,R,all_554,seq-KNN k=10 (null),158,158,0.42286115660156837,0.02461432968500275,158.0,0.031908603217154344,-0.012967738771946782,0.0772474189486673,False,natural
long,AUC,all_554,"MarinFold #199 (1.5B, seq only)",158,158,0.8852493328678757,0.008587367025954345,,,,,,natural
long,AUC,all_554,Protenix-v2 single-seq,158,158,0.6508265516327586,0.011780127713853172,158.0,0.23442278123511712,0.21003345272722668,0.25904590256220095,True,natural
long,AUC,all_554,ESMFold,158,158,0.8221567332283872,0.01350691702561442,158.0,0.06309259963948859,0.043917960131726,0.08218969679645656,True,natural
long,AUC,all_554,ESMFold2,158,158,0.8578491648145773,0.011840895906833987,158.0,0.027400168053298424,0.009464905830899761,0.04472291248997029,True,natural
long,AUC,all_554,Protenix-v2 + MSA,158,158,0.913225105608847,0.008229806885644429,158.0,-0.027975772740971214,-0.04649295082890734,-0.009193177731076752,True,natural
long,AUC,all_554,seq-KNN k=10 (null),158,158,0.7547998065030154,0.015911297460097274,158.0,0.13044952636486046,0.10188153350879825,0.15901885126688153,True,natural
long,R,all_554,"MarinFold #199 (1.5B, seq only)",158,158,0.4172157669544753,0.021253333918684152,,,,,,natural
long,R,all_554,Protenix-v2 single-seq,158,158,0.26623606911437997,0.02120280857943147,158.0,0.1509796978400953,0.10186798911521408,0.2013440404760252,True,natural
long,R,all_554,ESMFold,158,158,0.6012606149375449,0.02513544150613666,158.0,-0.18404484798306958,-0.218794470889559,-0.15043915547482908,True,natural
long,R,all_554,ESMFold2,158,158,0.6568022963195409,0.022770864567823696,158.0,-0.23958652936506564,-0.2769834655733144,-0.20233156363651947,True,natural
long,R,all_554,Protenix-v2 + MSA,158,158,0.7521769566609557,0.01708090516910686,158.0,-0.3349611897064805,-0.3761681170212444,-0.29337569332349556,True,natural
long,R,all_554,seq-KNN k=10 (null),158,158,0.40914764073934445,0.02496419473820067,158.0,0.008068126215130804,-0.03922278813626634,0.056390469648083155,False,natural
all,AUC,all_554,"MarinFold #199 (1.5B, seq only)",396,396,0.966277082260209,0.002645991394424393,,,,,,designed
all,AUC,all_554,Protenix-v2 single-seq,396,396,0.8936250269581683,0.006771750886264089,396.0,0.07265205530204089,0.059354287687785875,0.08650750998946491,True,designed
all,AUC,all_554,ESMFold,396,396,0.928385565938788,0.00495125459296517,396.0,0.03789151632142094,0.029851625501874993,0.04636446951188076,True,designed
all,AUC,all_554,ESMFold2,396,396,0.9462663448073292,0.0034309983195482973,396.0,0.0200107374528798,0.013596096044986456,0.026695190770167795,True,designed
all,AUC,all_554,Protenix-v2 + MSA,396,396,0.9482796318815678,0.003329586511976165,396.0,0.01799745037864107,0.011107734917330404,0.025240105856137344,True,designed
all,AUC,all_554,seq-KNN k=10 (null),396,396,0.6900612795550407,0.010497936510373847,396.0,0.27621580270516816,0.2560243520696899,0.296098827069556,True,designed
all,R,all_554,"MarinFold #199 (1.5B, seq only)",396,396,0.6733797126511666,0.010739664390180184,,,,,,designed
